#{"t_start": 1637834842.182595, "env_id": "Acrobot-v1"}
r,l,t
-71.0,72,254.766203
-79.0,80,256.010285
-63.0,64,256.352811
-79.0,80,256.77801
-72.0,73,257.971931
-63.0,64,258.307167
-71.0,72,258.682412
-86.0,87,259.954839
-110.0,111,261.137837
-61.0,62,261.462563
-71.0,72,261.83609
-90.0,91,263.161538
-71.0,72,263.538728
-64.0,65,263.876504
-95.0,96,265.191301
-75.0,76,265.589171
-87.0,88,266.512146
-71.0,72,267.696918
-77.0,78,268.107622
-75.0,76,268.506659
-71.0,72,269.691992
-63.0,64,270.064564
-78.0,79,270.507105
-81.0,82,271.021512
-87.0,88,272.959596
-75.0,76,273.435178
-63.0,64,273.835347
-83.0,84,275.313941
-71.0,72,275.760719
-75.0,76,276.236993
-102.0,103,277.643836
-63.0,64,277.980282
-81.0,82,278.862738
-72.0,73,279.247118
-202.0,203,281.160327
-65.0,66,282.327018
-87.0,88,282.800065
-81.0,82,283.230964
-87.0,88,285.131586
-87.0,88,285.602363
-94.0,95,286.102086
-88.0,89,287.491809
-80.0,81,287.999351
-63.0,64,288.398936
-136.0,137,290.093718
-72.0,73,291.006089
-82.0,83,291.443736
-81.0,82,292.683223
-73.0,74,293.07363
-164.0,165,294.755169
-81.0,82,295.196643
-75.0,76,295.603991
-63.0,64,296.357782
-62.0,63,297.519198
-71.0,72,297.929226
-72.0,73,298.312569
-71.0,72,299.505345
-63.0,64,299.84068
-73.0,74,300.242496
-71.0,72,300.635239
-69.0,70,301.813443
-105.0,106,302.825279
-106.0,107,303.384948
-86.0,87,304.661053
-82.0,83,305.10121
-74.0,75,305.503441
-71.0,72,306.694098
-71.0,72,307.084616
-71.0,72,307.894758
-78.0,79,309.192591
-78.0,79,309.609072
-71.0,72,309.989297
-115.0,116,311.414668
-90.0,91,311.894133
-75.0,76,312.292014
-95.0,96,313.60509
-103.0,104,314.596501
-63.0,64,314.937022
-70.0,71,316.128839
-83.0,84,316.564152
-71.0,72,316.937756
-62.0,63,317.263214
-81.0,82,318.541723
-83.0,84,318.983359
-81.0,82,319.948539
-63.0,64,321.106672
-75.0,76,321.506436
-73.0,74,321.894258
-73.0,74,323.101094
-61.0,62,323.423281
-71.0,72,323.800833
-85.0,86,324.246832
-70.0,71,326.008651
-87.0,88,326.466605
-77.0,78,326.870905
-70.0,71,328.057666
-71.0,72,328.433997
-82.0,83,328.868094
-75.0,76,329.286416
-62.0,63,330.461723
-104.0,105,331.427333
-71.0,72,331.821235
-71.0,72,332.999179
-84.0,85,333.436118
-195.0,196,335.254382
-73.0,74,335.640601
-69.0,70,336.003585
-72.0,73,337.663604
-70.0,71,338.027338
-70.0,71,338.394031
-70.0,71,338.760921
-91.0,92,340.104473
-92.0,93,340.58551
-63.0,64,340.917715
-62.0,63,342.048279
-76.0,77,342.916214
-93.0,94,343.402014
-80.0,81,344.627012
-88.0,89,345.089595
-70.0,71,345.466187
-88.0,89,346.741841
-90.0,91,347.214702
-70.0,71,347.580586
-74.0,75,349.374627
-86.0,87,349.825566
-73.0,74,350.211193
-74.0,75,350.601163
-79.0,80,351.892514
-63.0,64,352.220195
-86.0,87,352.683108
-81.0,82,353.91643
-89.0,90,354.880632
-71.0,72,355.253343
-63.0,64,356.396574
-174.0,175,357.30908
-166.0,167,359.031712
-63.0,64,359.370365
-94.0,95,361.115615
-155.0,156,361.946496
-76.0,77,362.344302
-89.0,90,363.616711
-70.0,71,363.983556
-87.0,88,364.437258
-63.0,64,366.005129
-71.0,72,366.376514
-62.0,63,366.700878
-63.0,64,367.03044
-70.0,71,368.20364
-93.0,94,368.685206
-63.0,64,369.014904
-79.0,80,370.237364
-87.0,88,370.689439
-88.0,89,371.731525
-163.0,164,373.379824
-113.0,114,373.974579
-73.0,74,375.15436
-70.0,71,375.52071
-70.0,71,375.908918
-70.0,71,377.532817
-91.0,92,378.080091
-71.0,72,378.450491
-135.0,136,379.954328
-86.0,87,380.408092
-70.0,71,380.770499
-62.0,63,381.894158
-63.0,64,382.222452
-70.0,71,383.103875
-77.0,78,383.50245
-102.0,103,384.839117
-73.0,74,385.22098
-71.0,72,385.60353
-71.0,72,386.853255
-115.0,116,387.456004
-63.0,64,387.788447
-70.0,71,389.419112
-145.0,146,390.182861
-100.0,101,391.539216
-70.0,71,391.912816
-73.0,74,392.302745
-70.0,71,392.671735
-74.0,75,393.919918
-62.0,63,394.674018
-97.0,98,395.262032
-73.0,74,396.666565
-92.0,93,397.249441
-75.0,76,397.724578
-71.0,72,399.044153
-70.0,71,399.413029
-76.0,77,399.804085
-81.0,82,401.427002
-70.0,71,401.791621
-75.0,76,402.183228
-69.0,70,402.544176
-70.0,71,403.696208
-70.0,71,404.061284
-93.0,94,404.571882
-63.0,64,405.701438
-87.0,88,406.532043
-76.0,77,406.928936
-88.0,89,408.175949
-92.0,93,408.656623
-71.0,72,409.05601
-71.0,72,409.428526
-70.0,71,410.586926
-84.0,85,411.035884
-62.0,63,411.7726
-95.0,96,413.059465
-62.0,63,413.381634
-63.0,64,413.707004
-71.0,72,414.116973
-84.0,85,415.364666
-82.0,83,415.797696
-63.0,64,416.1281
-70.0,71,417.681419
-70.0,71,418.06077
-80.0,81,418.495773
-71.0,72,419.656486
-70.0,71,420.020431
-61.0,62,420.363549
-70.0,71,420.761719
-92.0,93,422.035569
-63.0,64,422.368338
-71.0,72,423.198308
-74.0,75,424.371443
-72.0,73,424.749423
-76.0,77,425.202187
-232.0,233,427.186881
-62.0,63,427.51053
-74.0,75,429.106143
-81.0,82,429.525226
-69.0,70,429.884154
-63.0,64,430.212744
-71.0,72,431.423403
-62.0,63,431.749268
-70.0,71,432.113026
-137.0,138,433.612476
-62.0,63,434.33114
-62.0,63,434.649607
-63.0,64,434.977242
-90.0,91,436.308073
-91.0,92,436.87166
-71.0,72,437.241468
-87.0,88,438.498547
-71.0,72,438.86871
-69.0,70,439.611887
-62.0,63,440.929922
-75.0,76,441.404702
-80.0,81,441.86609
-79.0,80,443.089246
-79.0,80,443.50881
-71.0,72,443.885997
-82.0,83,444.315156
-71.0,72,445.491024
-71.0,72,446.252304
-70.0,71,446.636287
-63.0,64,447.901011
-81.0,82,448.413021
-63.0,64,448.809434
-70.0,71,449.257004
-71.0,72,450.595592
-98.0,99,451.112341
-62.0,63,451.82854
-85.0,86,453.056025
-63.0,64,453.382029
-63.0,64,453.710033
-72.0,73,454.095037
-73.0,74,455.323731
-70.0,71,455.697081
-90.0,91,456.17469
-82.0,83,457.45545
-70.0,71,458.27576
-82.0,83,458.717844
-87.0,88,459.972218
-62.0,63,460.300838
-70.0,71,460.666694
-79.0,80,461.082216
-62.0,63,462.191388
-70.0,71,462.55738
-70.0,71,463.371097
-71.0,72,464.531449
-71.0,72,464.90016
-70.0,71,465.266217
-79.0,80,465.681579
-71.0,72,466.845294
-88.0,89,467.312027
-85.0,86,467.782611
-74.0,75,469.386545
-114.0,115,469.977932
-71.0,72,470.350065
-86.0,87,471.603598
-87.0,88,472.060387
-71.0,72,472.430929
-71.0,72,473.583718
-62.0,63,473.90988
-79.0,80,474.715493
-63.0,64,475.055756
-78.0,79,476.261036
-88.0,89,476.723248
-92.0,93,477.203717
-70.0,71,478.390749
-74.0,75,478.776355
-62.0,63,479.105659
-117.0,118,480.889632
-80.0,81,481.309716
-92.0,93,481.791725
-62.0,63,482.904802
-63.0,64,483.234885
-62.0,63,483.560072
-63.0,64,483.88911
-81.0,82,485.099677
-81.0,82,485.892801
-158.0,159,487.54021
-70.0,71,487.904931
-71.0,72,488.273181
-71.0,72,489.432429
-64.0,65,489.764479
-70.0,71,490.186692
-63.0,64,490.518453
-71.0,72,492.058311
-62.0,63,492.383101
-65.0,66,492.72898
-74.0,75,493.128601
-71.0,72,494.349781
-72.0,73,494.726674
-63.0,64,495.058887
-92.0,93,496.333835
-87.0,88,497.196033
-71.0,72,497.568072
-64.0,65,497.903509
-92.0,93,499.169217
-70.0,71,499.531563
-70.0,71,499.899434
-70.0,71,501.044646
-74.0,75,501.429754
-82.0,83,502.292959
-69.0,70,503.437263
-75.0,76,503.826513
-62.0,63,504.146157
-70.0,71,504.507298
-62.0,63,505.671806
-71.0,72,506.044199
-70.0,71,506.415349
-71.0,72,506.785668
-81.0,82,508.534968
-71.0,72,508.936126
-63.0,64,509.28797
-70.0,71,510.47366
-81.0,82,510.906318
-70.0,71,511.28079
-93.0,94,512.548908
-62.0,63,512.870277
-88.0,89,513.708179
-73.0,74,514.085631
-64.0,65,515.205554
-70.0,71,515.580514
-62.0,63,515.929512
-71.0,72,516.31193
-71.0,72,517.504233
-79.0,80,517.918763
-103.0,104,518.460009
-71.0,72,520.024754
-74.0,75,520.412194
-98.0,99,520.918365
-70.0,71,522.065888
-71.0,72,522.432206
-63.0,64,522.759375
-62.0,63,523.085754
-86.0,87,524.320974
-88.0,89,525.3205
-70.0,71,525.687728
-69.0,70,526.860111
-63.0,64,527.218717
-71.0,72,527.592747
-63.0,64,528.731018
-62.0,63,529.05847
-74.0,75,529.449287
-72.0,73,529.82783
-72.0,73,531.430455
-93.0,94,531.916539
-63.0,64,532.245857
-81.0,82,533.599206
-62.0,63,533.992296
-62.0,63,534.384463
-71.0,72,534.828943
-82.0,83,536.063664
-79.0,80,536.851024
-63.0,64,537.17618
-76.0,77,538.423114
-79.0,80,538.832241
-76.0,77,539.228683
-77.0,78,539.627861
-85.0,86,540.884627
-76.0,77,541.274336
-62.0,63,541.960064
-72.0,73,543.121218
-64.0,65,543.452178
-71.0,72,543.817784
-70.0,71,544.178186
-82.0,83,545.393506
-70.0,71,545.752633
-63.0,64,546.079537
-85.0,86,547.296268
-62.0,63,548.018398
-95.0,96,548.507006
-70.0,71,549.652426
-70.0,71,550.011199
-70.0,71,550.37848
-63.0,64,550.70431
-71.0,72,551.861062
-72.0,73,552.23388
-89.0,90,553.102603
-62.0,63,553.42999
-64.0,65,554.560945
-64.0,65,554.894433
-63.0,64,555.225784
-81.0,82,556.439086
-71.0,72,556.807095
-72.0,73,557.181087
-86.0,87,557.626917
-81.0,82,559.252599
-63.0,64,559.581401
-62.0,63,559.903037
