#{"t_start": 1637834842.1723554, "env_id": "Acrobot-v1"}
r,l,t
-70.0,71,263.103184
-70.0,71,263.47314
-74.0,75,263.863934
-63.0,64,265.010099
-88.0,89,265.480666
-76.0,77,266.339617
-77.0,78,267.561663
-73.0,74,267.947992
-70.0,71,268.321312
-72.0,73,268.70444
-71.0,72,269.906211
-71.0,72,270.304286
-150.0,151,272.189206
-71.0,72,273.081615
-92.0,93,273.660932
-127.0,128,275.414566
-91.0,92,275.989335
-88.0,89,276.545604
-71.0,72,277.740272
-82.0,83,278.175749
-90.0,91,279.108118
-75.0,76,280.319954
-70.0,71,280.691755
-71.0,72,281.105685
-62.0,63,281.437366
-76.0,77,282.660214
-62.0,63,283.002708
-94.0,95,283.497751
-72.0,73,285.330977
-63.0,64,285.66723
-75.0,76,286.067543
-62.0,63,286.400043
-95.0,96,287.888957
-140.0,141,288.770725
-63.0,64,290.022739
-75.0,76,290.951518
-94.0,95,291.452261
-81.0,82,292.691807
-94.0,95,293.192593
-64.0,65,293.53283
-64.0,65,294.68926
-71.0,72,295.078706
-69.0,70,295.454991
-61.0,62,295.781237
-93.0,94,297.522558
-78.0,79,297.969786
-71.0,72,298.348069
-94.0,95,299.659718
-87.0,88,300.12494
-93.0,94,300.643443
-75.0,76,301.853544
-87.0,88,302.76098
-86.0,87,303.226355
-109.0,110,304.623519
-71.0,72,305.00115
-62.0,63,305.345636
-70.0,71,306.530762
-71.0,72,306.918123
-70.0,71,307.288792
-71.0,72,308.106148
-84.0,85,309.431334
-86.0,87,309.891129
-75.0,76,310.291819
-76.0,77,311.51034
-64.0,65,311.855505
-71.0,72,312.233377
-85.0,86,313.493692
-75.0,76,314.340256
-88.0,89,314.803862
-80.0,81,315.23469
-70.0,71,316.42326
-79.0,80,316.839209
-70.0,71,317.20519
-82.0,83,318.487942
-71.0,72,318.867142
-86.0,87,319.857653
-70.0,71,321.051633
-75.0,76,321.451944
-63.0,64,321.785342
-173.0,174,323.516032
-155.0,156,324.328952
-86.0,87,326.171507
-62.0,63,326.50082
-70.0,71,326.868396
-70.0,71,328.055456
-70.0,71,328.427322
-71.0,72,328.801629
-74.0,75,329.216013
-92.0,93,330.547221
-81.0,82,331.393785
-94.0,95,331.908502
-73.0,74,333.094252
-93.0,94,333.578438
-82.0,83,334.008176
-110.0,111,335.390568
-62.0,63,335.715294
-81.0,82,336.614082
-75.0,76,337.814722
-64.0,65,338.148738
-90.0,91,338.620404
-79.0,80,339.860642
-68.0,69,340.258327
-87.0,88,340.712054
-64.0,65,341.857825
-83.0,84,342.2922
-70.0,71,343.125777
-91.0,92,344.40825
-63.0,64,344.737203
-76.0,77,345.140218
-70.0,71,345.51589
-62.0,63,346.65818
-71.0,72,347.028965
-72.0,73,347.410553
-94.0,95,349.301609
-71.0,72,349.676587
-63.0,64,350.009158
-70.0,71,350.382471
-71.0,72,351.632256
-133.0,134,352.335621
-93.0,94,352.820094
-74.0,75,354.496351
-70.0,71,354.883781
-87.0,88,355.34462
-82.0,83,356.580394
-75.0,76,356.978671
-69.0,70,357.345109
-70.0,71,358.547699
-70.0,71,358.932746
-75.0,76,359.337352
-77.0,78,360.178385
-71.0,72,361.36776
-75.0,76,361.786219
-71.0,72,362.158164
-124.0,125,363.610686
-78.0,79,364.017508
-63.0,64,364.349265
-87.0,88,366.039713
-70.0,71,366.406154
-74.0,75,366.791725
-93.0,94,368.08187
-92.0,93,368.560263
-71.0,72,368.930402
-91.0,92,370.213827
-71.0,72,370.586122
-79.0,80,371.570941
-74.0,75,372.766054
-73.0,74,373.152483
-80.0,81,373.57052
-63.0,64,373.90429
-71.0,72,375.078915
-87.0,88,375.529281
-83.0,84,375.982113
-70.0,71,377.622952
-149.0,150,378.45366
-72.0,73,378.829835
-70.0,71,379.998917
-103.0,104,380.539014
-84.0,85,381.774245
-89.0,90,382.236688
-71.0,72,383.122755
-71.0,72,383.490204
-92.0,93,384.775775
-120.0,121,385.411044
-89.0,90,386.73257
-70.0,71,387.122409
-92.0,93,387.603588
-206.0,207,389.945885
-88.0,89,390.415539
-71.0,72,391.616028
-62.0,63,391.948428
-151.0,152,393.599395
-90.0,91,394.499495
-63.0,64,394.840221
-84.0,85,395.37021
-62.0,63,396.705764
-72.0,73,397.16298
-75.0,76,397.640104
-70.0,71,398.970166
-62.0,63,399.294286
-500.0,500,403.852347
-76.0,77,404.24792
-83.0,84,404.708014
-92.0,93,406.366901
-71.0,72,406.735168
-75.0,76,407.126561
-89.0,90,408.381034
-70.0,71,408.748214
-70.0,71,409.14098
-61.0,62,409.463008
-71.0,72,410.62589
-88.0,89,411.097762
-80.0,81,411.931301
-70.0,71,413.082715
-76.0,77,413.476073
-71.0,72,413.848495
-79.0,80,415.098767
-72.0,73,415.483511
-63.0,64,415.816498
-71.0,72,416.188941
-62.0,63,417.701366
-70.0,71,418.079219
-75.0,76,418.486527
-74.0,75,419.665023
-70.0,71,420.029011
-119.0,120,420.699701
-70.0,71,421.864165
-75.0,76,422.255689
-80.0,81,423.134672
-71.0,72,423.502456
-85.0,86,424.737203
-81.0,82,425.215852
-82.0,83,425.639899
-70.0,71,426.795041
-70.0,71,427.157533
-71.0,72,427.530824
-71.0,72,429.109502
-80.0,81,429.522385
-72.0,73,429.899039
-62.0,63,430.220872
-102.0,103,431.593421
-71.0,72,431.966049
-63.0,64,432.295393
-63.0,64,433.413951
-63.0,64,433.738237
-73.0,74,434.510746
-88.0,89,434.965929
-64.0,65,436.141351
-70.0,71,436.572341
-70.0,71,436.982574
-74.0,75,438.172376
-71.0,72,438.542794
-70.0,71,438.908336
-71.0,72,439.661108
-70.0,71,441.038728
-64.0,65,441.444134
-132.0,133,442.164287
-72.0,73,443.361868
-71.0,72,443.734904
-85.0,86,444.183238
-72.0,73,445.366889
-63.0,64,446.084106
-87.0,88,446.542166
-86.0,87,447.946917
-99.0,100,448.570412
-84.0,85,449.102359
-85.0,86,450.540844
-72.0,73,450.925089
-84.0,85,451.751998
-122.0,123,453.172868
-87.0,88,453.62278
-90.0,91,454.097392
-70.0,71,455.311743
-63.0,64,455.64593
-104.0,105,456.198769
-63.0,64,457.376224
-79.0,80,458.24658
-70.0,71,458.625531
-62.0,63,458.957329
-72.0,73,460.130959
-103.0,104,460.670477
-62.0,63,460.99758
-73.0,74,462.164918
-70.0,71,462.529677
-62.0,63,463.303956
-71.0,72,463.673193
-62.0,63,464.783362
-71.0,72,465.154482
-63.0,64,465.489687
-64.0,65,466.613874
-160.0,161,467.475729
-85.0,86,467.924896
-70.0,71,469.509192
-71.0,72,469.880811
-72.0,73,470.254409
-63.0,64,471.389594
-121.0,122,472.021195
-63.0,64,472.350813
-71.0,72,473.507251
-69.0,70,473.867268
-171.0,172,475.956665
-69.0,70,476.319704
-63.0,64,476.646658
-73.0,74,477.033209
-71.0,72,478.214894
-63.0,64,478.551786
-63.0,64,478.883919
-80.0,81,479.303361
-70.0,71,480.844009
-62.0,63,481.171561
-63.0,64,481.505192
-61.0,62,481.826027
-70.0,71,482.980134
-76.0,77,483.377661
-149.0,150,484.936914
-80.0,81,485.723102
-132.0,133,486.427789
-82.0,83,487.666492
-79.0,80,488.077001
-63.0,64,488.406528
-62.0,63,489.516252
-71.0,72,489.896295
-84.0,85,490.381471
-73.0,74,491.142261
-71.0,72,492.303051
-82.0,83,492.737472
-63.0,64,493.078891
-80.0,81,494.346731
-70.0,71,494.714778
-62.0,63,495.039721
-71.0,72,495.416419
-62.0,63,496.532436
-74.0,75,497.330952
-95.0,96,497.825132
-75.0,76,499.002349
-69.0,70,499.36042
-71.0,72,499.732925
-82.0,83,500.941738
-78.0,79,501.346489
-63.0,64,501.673513
-70.0,71,502.476145
-63.0,64,503.58844
-63.0,64,503.915091
-63.0,64,504.240806
-70.0,71,504.601546
-70.0,71,505.811259
-94.0,95,506.302876
-63.0,64,506.635717
-87.0,88,508.404557
-71.0,72,508.803952
-142.0,143,510.393712
-73.0,74,510.78307
-70.0,71,511.15853
-62.0,63,511.489408
-71.0,72,512.639534
-63.0,64,512.965691
-71.0,72,513.716731
-80.0,81,514.129834
-90.0,91,515.390827
-75.0,76,515.788404
-72.0,73,516.19582
-63.0,64,517.348845
-83.0,84,517.781584
-71.0,72,518.156775
-62.0,63,518.48348
-63.0,64,520.007299
-72.0,73,520.38423
-104.0,105,520.92185
-89.0,90,522.1656
-95.0,96,522.654504
-62.0,63,522.980646
-95.0,96,524.259922
-63.0,64,525.096056
-62.0,63,525.458787
-62.0,63,526.586978
-62.0,63,526.933015
-110.0,111,527.523381
-80.0,81,528.750587
-64.0,65,529.087693
-63.0,64,529.421456
-63.0,64,529.753712
-72.0,73,531.357299
-63.0,64,531.686183
-62.0,63,532.015023
-87.0,88,532.469431
-63.0,64,533.749639
-78.0,79,534.242713
-62.0,63,534.632913
-63.0,64,534.999878
-81.0,82,536.222603
-64.0,65,536.936173
-84.0,85,537.37002
-71.0,72,538.58962
-62.0,63,538.912383
-63.0,64,539.242341
-71.0,72,539.610932
-80.0,81,540.843076
-62.0,63,541.162057
-64.0,65,541.493961
-241.0,242,543.877317
-89.0,90,545.12306
-73.0,74,545.503056
-205.0,206,547.334666
-74.0,75,548.11527
-88.0,89,548.56736
-73.0,74,549.725024
-71.0,72,550.094627
-80.0,81,550.508824
-63.0,64,550.836541
-72.0,73,551.997267
-63.0,64,552.326945
-74.0,75,553.116039
-72.0,73,554.292282
-63.0,64,554.619555
-64.0,65,554.95364
-71.0,72,555.33031
-63.0,64,556.447711
-99.0,100,556.957706
-63.0,64,557.285465
-70.0,71,557.650648
-76.0,77,559.249989
-71.0,72,559.619462
-71.0,72,559.988282
