#{"t_start": 1637834842.1737804, "env_id": "Acrobot-v1"}
r,l,t
-73.0,74,93.514163
-75.0,76,93.862866
-77.0,78,94.901382
-74.0,75,95.245394
-75.0,76,95.596238
-105.0,106,97.152938
-90.0,91,97.569852
-95.0,96,98.011293
-61.0,62,98.978926
-83.0,84,99.368639
-61.0,62,99.652941
-88.0,89,100.747399
-98.0,99,101.634592
-83.0,84,102.022052
-103.0,104,103.181509
-71.0,72,103.512596
-72.0,73,103.848644
-83.0,84,104.918756
-73.0,74,105.25832
-88.0,89,105.674821
-68.0,69,106.36082
-85.0,86,107.442375
-79.0,80,107.815265
-71.0,72,108.149069
-63.0,64,109.126941
-149.0,150,109.81779
-69.0,70,110.141429
-77.0,78,111.551741
-99.0,100,112.011802
-61.0,62,112.298873
-95.0,96,113.428888
-71.0,72,113.759857
-76.0,77,114.117325
-87.0,88,115.206937
-226.0,227,117.298889
-82.0,83,117.67744
-93.0,94,118.108393
-70.0,71,119.108355
-71.0,72,119.438993
-69.0,70,119.759971
-70.0,71,120.090447
-79.0,80,121.501602
-70.0,71,121.827489
-87.0,88,122.231629
-79.0,80,123.283791
-74.0,75,123.63567
-73.0,74,123.979171
-71.0,72,125.077249
-81.0,82,125.49382
-71.0,72,126.18075
-79.0,80,126.591529
-82.0,83,127.723572
-69.0,70,128.04943
-63.0,64,128.374037
-61.0,62,129.438682
-81.0,82,129.83774
-82.0,83,130.243195
-73.0,74,130.630741
-71.0,72,132.209278
-74.0,75,132.609065
-85.0,86,133.025947
-68.0,69,134.071554
-72.0,73,134.434999
-80.0,81,134.833678
-77.0,78,135.894276
-93.0,94,136.324663
-81.0,82,137.062609
-76.0,77,138.157644
-89.0,90,138.591281
-64.0,65,138.921386
-76.0,77,139.32589
-70.0,71,140.498226
-79.0,80,140.86949
-94.0,95,141.315545
-171.0,172,143.211573
-87.0,88,143.635871
-78.0,79,144.836631
-71.0,72,145.198168
-123.0,124,145.790549
-91.0,92,146.888798
-77.0,78,147.626898
-70.0,71,147.954444
-60.0,61,148.910627
-81.0,82,149.287986
-87.0,88,149.695002
-81.0,82,150.761419
-73.0,74,151.102481
-71.0,72,151.432458
-125.0,126,153.106653
-76.0,77,153.459332
-96.0,97,153.906025
-69.0,70,154.89858
-76.0,77,155.25333
-70.0,71,155.584695
-82.0,83,156.643729
-96.0,97,157.471082
-83.0,84,157.856957
-71.0,72,159.010502
-62.0,63,159.332091
-129.0,130,159.986662
-63.0,64,160.991136
-74.0,75,161.337413
-75.0,76,161.687426
-90.0,91,163.206405
-71.0,72,163.537456
-62.0,63,163.8261
-103.0,104,164.304247
-84.0,85,165.379523
-63.0,64,165.678151
-89.0,90,166.09376
-70.0,71,167.533627
-82.0,83,167.91361
-60.0,61,168.192558
-62.0,63,168.478829
-75.0,76,169.502964
-63.0,64,169.797919
-78.0,79,170.162664
-78.0,79,171.199157
-62.0,63,171.485285
-69.0,70,172.218834
-91.0,92,173.353065
-74.0,75,173.701663
-62.0,63,174.021627
-75.0,76,174.381731
-92.0,93,175.574535
-84.0,85,175.992235
-70.0,71,176.381733
-71.0,72,178.404563
-72.0,73,178.816924
-134.0,135,179.591354
-95.0,96,180.952091
-109.0,110,181.554526
-76.0,77,182.827707
-71.0,72,183.205822
-79.0,80,184.033365
-70.0,71,184.405961
-85.0,86,185.697083
-76.0,77,186.13317
-62.0,63,186.463573
-72.0,73,187.652241
-187.0,188,188.629132
-76.0,77,190.665772
-75.0,76,191.193061
-63.0,64,191.637863
-77.0,78,192.106368
-76.0,77,193.487747
-87.0,88,193.956378
-76.0,77,194.369784
-76.0,77,195.607239
-84.0,85,196.549401
-84.0,85,197.01298
-71.0,72,198.189554
-146.0,147,198.956904
-89.0,90,200.253158
-71.0,72,200.64096
-97.0,98,201.150803
-97.0,98,203.027566
-71.0,72,203.402536
-73.0,74,203.78717
-64.0,65,204.126799
-87.0,88,205.399908
-72.0,73,205.775563
-62.0,63,206.099751
-83.0,84,207.401955
-164.0,165,208.734362
-69.0,70,209.924081
-71.0,72,210.304366
-70.0,71,210.677667
-71.0,72,211.054681
-79.0,80,212.27469
-71.0,72,212.651495
-101.0,102,213.608018
-82.0,83,214.847118
-70.0,71,215.216721
-71.0,72,215.606912
-71.0,72,216.842368
-62.0,63,217.173477
-62.0,63,217.504784
-70.0,71,217.877289
-73.0,74,219.500717
-76.0,77,219.901736
-62.0,63,220.233058
-62.0,63,220.56175
-103.0,104,221.905442
-75.0,76,222.30341
-63.0,64,222.633972
-63.0,64,223.770303
-63.0,64,224.10842
-70.0,71,224.894423
-77.0,78,225.31055
-70.0,71,226.626683
-86.0,87,227.078901
-70.0,71,227.447965
-70.0,71,228.673181
-77.0,78,229.084903
-92.0,93,229.567972
-95.0,96,231.337039
-74.0,75,231.771161
-63.0,64,232.174578
-71.0,72,232.624149
-283.0,284,236.320338
-85.0,86,237.386854
-60.0,61,237.773142
-83.0,84,238.257775
-77.0,78,239.545162
-78.0,79,239.958054
-64.0,65,240.302506
-92.0,93,241.615151
-71.0,72,241.992812
-103.0,104,242.993363
-87.0,88,244.275203
-81.0,82,244.709459
-63.0,64,245.045397
-80.0,81,246.289709
-63.0,64,246.624772
-87.0,88,247.090442
-71.0,72,248.277267
-75.0,76,249.104943
-88.0,89,249.61551
-71.0,72,249.992177
-71.0,72,251.187562
-87.0,88,251.6503
-63.0,64,251.987837
-62.0,63,253.128875
-70.0,71,253.499167
-85.0,86,253.952198
-62.0,63,254.680029
-63.0,64,255.850566
-61.0,62,256.179651
-110.0,111,256.768424
-75.0,76,257.978503
-176.0,177,258.913076
-107.0,108,260.886919
-74.0,75,261.281482
-74.0,75,261.671914
-82.0,83,262.955126
-71.0,72,263.331201
-63.0,64,263.663493
-72.0,73,264.044902
-88.0,89,265.3277
-71.0,72,265.698795
-73.0,74,266.550447
-75.0,76,267.75577
-61.0,62,268.083407
-62.0,63,268.41346
-75.0,76,268.814266
-62.0,63,269.982895
-81.0,82,270.432552
-79.0,80,270.934911
-71.0,72,272.771122
-71.0,72,273.223201
-91.0,92,273.797981
-68.0,69,275.181796
-63.0,64,275.582981
-64.0,65,275.988288
-70.0,71,276.431218
-82.0,83,277.701761
-84.0,85,278.149049
-78.0,79,279.018313
-62.0,63,280.161864
-63.0,64,280.495603
-71.0,72,280.886388
-100.0,101,281.441196
-73.0,74,282.648264
-116.0,117,283.27437
-72.0,73,285.09622
-87.0,88,285.567209
-80.0,81,285.992602
-63.0,64,286.331113
-69.0,70,287.644038
-70.0,71,288.087855
-71.0,72,288.535658
-87.0,88,289.953522
-71.0,72,290.330953
-88.0,89,291.329552
-70.0,71,291.699574
-90.0,91,292.99011
-89.0,90,293.463055
-97.0,98,294.803676
-73.0,74,295.193644
-79.0,80,295.62255
-101.0,102,297.405558
-70.0,71,297.810857
-117.0,118,298.430475
-70.0,71,299.616972
-87.0,88,300.082127
-83.0,84,300.546786
-74.0,75,301.75087
-69.0,70,302.565708
-70.0,71,302.949352
-87.0,88,303.409632
-62.0,63,304.55836
-77.0,78,304.969035
-69.0,70,305.349456
-79.0,80,306.581823
-70.0,71,306.963888
-216.0,217,309.419687
-91.0,92,309.907543
-62.0,63,310.2375
-70.0,71,311.42694
-86.0,87,311.886239
-62.0,63,312.217489
-61.0,62,312.542912
-79.0,80,314.218643
-75.0,76,314.61366
-75.0,76,315.016047
-75.0,76,316.23297
-81.0,82,316.659634
-70.0,71,317.027619
-83.0,84,318.315585
-81.0,82,318.744802
-70.0,71,319.650023
-92.0,93,320.961216
-70.0,71,321.334693
-71.0,72,321.711581
-187.0,188,323.514938
-71.0,72,323.891226
-90.0,91,324.364774
-61.0,62,326.078878
-62.0,63,326.406131
-80.0,81,326.825512
-69.0,70,328.005592
-73.0,74,328.393074
-94.0,95,328.890604
-75.0,76,329.30983
-70.0,71,330.525106
-83.0,84,331.382504
-88.0,89,331.864787
-95.0,96,333.16408
-62.0,63,333.490119
-88.0,89,333.948644
-63.0,64,335.090017
-69.0,70,335.454104
-74.0,75,335.842117
-62.0,63,336.638909
-80.0,81,337.867097
-70.0,71,338.232304
-176.0,177,339.991875
-94.0,95,340.504426
-62.0,63,340.831548
-70.0,71,342.004525
-62.0,63,342.791631
-71.0,72,343.170018
-91.0,92,344.455939
-62.0,63,344.776343
-73.0,74,345.16639
-94.0,95,345.662633
-78.0,79,346.891012
-77.0,78,347.294004
-91.0,92,348.186538
-80.0,81,349.592144
-85.0,86,350.038651
-70.0,71,350.412387
-71.0,72,351.661839
-81.0,82,352.083716
-62.0,63,352.422881
-63.0,64,352.750623
-83.0,84,354.470995
-73.0,74,354.877858
-74.0,75,355.265718
-103.0,104,356.6154
-63.0,64,356.95111
-71.0,72,357.32711
-77.0,78,358.566733
-64.0,65,358.921198
-69.0,70,359.289629
-69.0,70,360.093635
-69.0,70,361.271895
-70.0,71,361.648597
-72.0,73,362.041374
-83.0,84,363.286128
-98.0,99,363.793901
-99.0,100,364.311062
-72.0,73,365.49823
-85.0,86,366.369606
-72.0,73,366.743016
-81.0,82,367.971334
-200.0,201,369.007695
-62.0,63,370.141136
-70.0,71,370.508953
-71.0,72,371.431271
-89.0,90,372.720978
-166.0,167,373.590816
-86.0,87,374.043753
-71.0,72,375.213048
-86.0,87,375.685552
-76.0,77,376.078856
-92.0,93,377.87731
-64.0,65,378.225807
-98.0,99,378.735218
-83.0,84,379.971832
-75.0,76,380.369694
-70.0,71,380.732705
-62.0,63,381.855075
-73.0,74,382.235588
-71.0,72,383.121651
-89.0,90,383.581778
-82.0,83,384.815059
-70.0,71,385.182219
-74.0,75,385.578122
-66.0,67,386.795885
-80.0,81,387.223154
-168.0,169,389.364868
-77.0,78,389.770497
-70.0,71,390.143737
-81.0,82,391.398349
-77.0,78,391.810535
-60.0,61,392.129383
-92.0,93,392.617646
-71.0,72,393.849009
-72.0,73,394.655496
-70.0,71,395.068449
-72.0,73,396.466951
-71.0,72,396.917693
-63.0,64,397.319602
-71.0,72,397.769169
-91.0,92,399.183999
-62.0,63,399.513046
-71.0,72,399.87791
-112.0,113,401.660196
-74.0,75,402.047478
-74.0,75,402.434694
-93.0,94,403.703345
-94.0,95,404.188765
-83.0,84,404.650116
-85.0,86,405.894964
-93.0,94,406.754688
-70.0,71,407.120018
-62.0,63,408.234792
-86.0,87,408.685148
-80.0,81,409.129458
-79.0,80,410.333666
-84.0,85,410.775231
-63.0,64,411.11592
-86.0,87,411.981694
-71.0,72,413.137724
-62.0,63,413.459042
-71.0,72,413.829528
-70.0,71,415.032324
-60.0,61,415.354443
-71.0,72,415.729469
-81.0,82,416.157087
-71.0,72,417.715252
-62.0,63,418.051161
-72.0,73,418.443087
-70.0,71,418.813189
-70.0,71,419.965572
-70.0,71,420.350955
-84.0,85,420.825751
-82.0,83,422.047847
-63.0,64,422.380649
-75.0,76,423.230183
-93.0,94,424.504729
-71.0,72,424.885286
-63.0,64,425.259527
-75.0,76,425.649494
-75.0,76,426.832367
-73.0,74,427.209578
-82.0,83,427.635844
-63.0,64,429.174289
-77.0,78,429.572623
-62.0,63,429.897943
-62.0,63,430.219803
-86.0,87,431.508751
-70.0,71,431.877029
-91.0,92,432.351116
-88.0,89,433.592347
-63.0,64,434.31588
-71.0,72,434.681677
-86.0,87,435.955689
-62.0,63,436.315015
-88.0,89,436.863538
-88.0,89,438.123854
-71.0,72,438.494524
-71.0,72,438.864932
-70.0,71,439.614073
-198.0,199,441.757464
-199.0,200,443.607664
-99.0,100,444.130662
-80.0,81,445.354622
-70.0,71,446.108341
-61.0,62,446.433702
-89.0,90,447.833384
-93.0,94,448.419724
-82.0,83,448.938069
-73.0,74,449.404191
-62.0,63,450.670822
-62.0,63,451.001761
-62.0,63,451.327914
-63.0,64,452.046098
-73.0,74,453.211258
-71.0,72,453.579616
-62.0,63,453.905883
-81.0,82,455.176201
-69.0,70,455.547033
-64.0,65,455.888817
-89.0,90,456.363908
-71.0,72,458.022557
-69.0,70,458.400657
-70.0,71,458.778157
-78.0,79,459.98451
-63.0,64,460.318638
-62.0,63,460.643669
-96.0,97,461.933076
-93.0,94,462.417097
-71.0,72,463.234152
-70.0,71,463.601118
-70.0,71,464.751064
-88.0,89,465.208864
-92.0,93,465.694215
-70.0,71,466.852669
-87.0,88,467.31295
-89.0,90,467.806354
-92.0,93,469.502975
-63.0,64,469.830431
-92.0,93,470.310498
-63.0,64,471.444837
-74.0,75,471.839119
-81.0,82,472.256871
-70.0,71,473.409236
-70.0,71,473.772556
-82.0,83,474.587888
-73.0,74,474.984317
-70.0,71,476.150638
-95.0,96,476.645748
-62.0,63,476.97285
-62.0,63,478.091648
-71.0,72,478.489667
-71.0,72,478.863389
-63.0,64,479.194158
-62.0,63,480.691994
-70.0,71,481.061348
-64.0,65,481.402646
-71.0,72,481.77263
-96.0,97,483.06159
-63.0,64,483.392048
-63.0,64,483.721451
-73.0,74,484.888773
-97.0,98,485.762899
-63.0,64,486.102196
-80.0,81,487.344561
-61.0,62,487.660276
-227.0,228,489.61678
-80.0,81,490.092676
-129.0,130,491.141159
-200.0,201,492.981162
-71.0,72,494.203197
-86.0,87,494.654443
-71.0,72,495.026717
-64.0,65,495.36767
-63.0,64,496.488465
-71.0,72,497.272196
-88.0,89,497.732013
-89.0,90,498.979712
-92.0,93,499.456685
-71.0,72,499.829715
-86.0,87,501.057358
-94.0,95,501.544415
-62.0,63,502.306007
-65.0,66,503.429277
-70.0,71,503.791858
-80.0,81,504.204753
-62.0,63,504.524763
-89.0,90,505.830591
-88.0,89,506.291114
-71.0,72,506.66451
-79.0,80,507.874011
-63.0,64,508.746394
-95.0,96,509.280244
-95.0,96,510.59833
-103.0,104,511.146204
-71.0,72,511.523752
-191.0,192,513.282867
-62.0,63,513.990361
-85.0,86,515.218078
-63.0,64,515.557695
-91.0,92,516.066621
-82.0,83,517.316838
-72.0,73,517.692724
-94.0,95,518.185978
-83.0,84,519.810069
-85.0,86,520.259666
-92.0,93,520.736328
-87.0,88,521.970009
-88.0,89,522.422463
-64.0,65,522.756201
-64.0,65,523.09293
-83.0,84,524.312283
-92.0,93,525.333278
-74.0,75,525.720183
-61.0,62,526.848098
-63.0,64,527.209685
-71.0,72,527.584567
-63.0,64,528.7227
-83.0,84,529.160774
-62.0,63,529.487282
-63.0,64,529.81918
-74.0,75,531.433176
-63.0,64,531.762028
-88.0,89,532.222804
-75.0,76,533.533174
-75.0,76,534.005651
-86.0,87,534.544981
-77.0,78,534.998943
-62.0,63,536.126379
-63.0,64,536.832792
-72.0,73,537.204569
-81.0,82,538.47753
-80.0,81,538.890495
-70.0,71,539.256118
-71.0,72,539.624304
-86.0,87,540.886537
-61.0,62,541.201061
-70.0,71,541.564671
-71.0,72,543.08317
-69.0,70,543.437698
-104.0,105,543.970591
-70.0,71,545.121969
-150.0,151,545.893548
-64.0,65,546.222334
-79.0,80,547.428841
-71.0,72,548.179935
-62.0,63,548.499715
-72.0,73,549.654453
-91.0,92,550.124452
-83.0,84,550.552612
-63.0,64,550.880419
-83.0,84,552.097466
-73.0,74,552.480417
-162.0,163,554.520361
-64.0,65,554.854881
-78.0,79,555.2635
-69.0,70,556.415117
-83.0,84,556.845813
-63.0,64,557.173523
-71.0,72,557.542361
-64.0,65,559.081651
-70.0,71,559.445748
-81.0,82,559.864706
