#{"t_start": 1637834842.1696055, "env_id": "Acrobot-v1"}
r,l,t
-78.0,79,159.244125
-84.0,85,159.678976
-70.0,71,160.03251
-89.0,90,161.155407
-190.0,191,162.416298
-90.0,91,163.554633
-82.0,83,163.935872
-72.0,73,164.270504
-73.0,74,165.290377
-61.0,62,165.583789
-71.0,72,165.916303
-71.0,72,166.939224
-79.0,80,167.72779
-75.0,76,168.077405
-62.0,63,168.364017
-70.0,71,169.364863
-63.0,64,169.657128
-80.0,81,170.030279
-91.0,92,171.129825
-69.0,70,171.448126
-90.0,91,172.277506
-77.0,78,173.346079
-63.0,64,173.645435
-90.0,91,174.098478
-91.0,92,174.542493
-68.0,69,175.610025
-69.0,70,175.955264
-84.0,85,176.42083
-90.0,91,178.538039
-79.0,80,179.032366
-70.0,71,179.425963
-83.0,84,180.701257
-70.0,71,181.105248
-75.0,76,181.516167
-63.0,64,181.856647
-70.0,71,183.101166
-62.0,63,183.840002
-79.0,80,184.255432
-75.0,76,185.466585
-298.0,299,187.89914
-74.0,75,188.291972
-77.0,78,188.693908
-71.0,72,190.7128
-93.0,94,191.378417
-74.0,75,191.862107
-154.0,155,193.684296
-64.0,65,194.028302
-78.0,79,194.451802
-89.0,90,195.755707
-95.0,96,196.77685
-88.0,89,198.0362
-65.0,66,198.386574
-90.0,91,198.861273
-77.0,78,199.265509
-151.0,152,200.897368
-70.0,71,201.828141
-94.0,95,203.131316
-76.0,77,203.5295
-97.0,98,204.041333
-71.0,72,205.226074
-71.0,72,205.604244
-70.0,71,205.969117
-72.0,73,206.351863
-76.0,77,208.087548
-87.0,88,208.545633
-81.0,82,208.973547
-63.0,64,210.134305
-74.0,75,210.527995
-71.0,72,210.907012
-128.0,129,212.383071
-83.0,84,212.822646
-85.0,86,213.694798
-81.0,82,214.927412
-76.0,77,215.341887
-74.0,75,215.734377
-63.0,64,216.928593
-70.0,71,217.301221
-92.0,93,217.789596
-70.0,71,218.959897
-62.0,63,219.729102
-75.0,76,220.127203
-71.0,72,220.502122
-60.0,61,221.621423
-73.0,74,222.007632
-88.0,89,222.473828
-62.0,63,222.800762
-64.0,65,223.94383
-80.0,81,224.780365
-77.0,78,225.188976
-69.0,70,226.511917
-74.0,75,226.902707
-98.0,99,227.414565
-75.0,76,228.665781
-71.0,72,229.04331
-75.0,76,229.439654
-70.0,71,229.808609
-70.0,71,231.448264
-73.0,74,231.901441
-75.0,76,232.377712
-69.0,70,233.766822
-77.0,78,234.258627
-63.0,64,234.661887
-70.0,71,235.109391
-77.0,78,236.556504
-63.0,64,237.487173
-90.0,91,238.057614
-78.0,79,239.350976
-63.0,64,239.684351
-69.0,70,240.053365
-63.0,64,240.392769
-86.0,87,241.670632
-77.0,78,242.079782
-75.0,76,242.478546
-73.0,74,244.144046
-71.0,72,244.523903
-70.0,71,244.898396
-62.0,63,245.230653
-71.0,72,246.423673
-93.0,94,246.919383
-89.0,90,247.392365
-71.0,72,248.57899
-86.0,87,249.500085
-76.0,77,249.912199
-82.0,83,251.163094
-500.0,500,255.832166
-63.0,64,256.171477
-71.0,72,256.555958
-78.0,79,256.973905
-64.0,65,258.124955
-81.0,82,258.554685
-73.0,74,258.946358
-62.0,63,260.094695
-63.0,64,261.021709
-84.0,85,261.468383
-75.0,76,261.864773
-93.0,94,263.205084
-81.0,82,263.631436
-85.0,86,264.890098
-92.0,93,265.384978
-71.0,72,266.213728
-76.0,77,266.621989
-62.0,63,267.759134
-71.0,72,268.139161
-77.0,78,268.549817
-71.0,72,269.733878
-87.0,88,270.232342
-82.0,83,270.729823
-122.0,123,272.889379
-88.0,89,273.445096
-63.0,64,273.845381
-93.0,94,275.386347
-82.0,83,275.903998
-100.0,101,276.534814
-89.0,90,277.827093
-62.0,63,278.158005
-74.0,75,279.004852
-61.0,62,280.143221
-84.0,85,280.588758
-62.0,63,280.939301
-69.0,70,281.321631
-62.0,63,282.476106
-62.0,63,282.81613
-71.0,72,283.193533
-62.0,63,283.52032
-83.0,84,285.414629
-63.0,64,285.75001
-70.0,71,286.123024
-76.0,77,287.440491
-63.0,64,287.841493
-166.0,167,288.887322
-82.0,83,290.220148
-70.0,71,291.123528
-73.0,74,291.510704
-97.0,98,292.83697
-63.0,64,293.173438
-91.0,92,293.655382
-156.0,157,295.31325
-88.0,89,295.782963
-76.0,77,297.434787
-87.0,88,297.928322
-73.0,74,298.317837
-71.0,72,299.511496
-71.0,72,299.887372
-71.0,72,300.286463
-71.0,72,300.6718
-73.0,74,301.871148
-71.0,72,302.695975
-71.0,72,303.084341
-78.0,79,304.313303
-71.0,72,304.69348
-62.0,63,305.024671
-71.0,72,305.416245
-164.0,165,307.105565
-122.0,123,308.189638
-61.0,62,309.391564
-73.0,74,309.780366
-71.0,72,310.162515
-70.0,71,311.353046
-83.0,84,311.792578
-75.0,76,312.193708
-89.0,90,313.476169
-177.0,178,314.857497
-91.0,92,316.159521
-72.0,73,316.53761
-89.0,90,317.004528
-71.0,72,317.378109
-71.0,72,318.604368
-106.0,107,319.699466
-96.0,97,321.032545
-96.0,97,321.54268
-83.0,84,321.985369
-77.0,78,323.209607
-103.0,104,323.753724
-133.0,134,325.26484
-70.0,71,326.210192
-70.0,71,326.57941
-93.0,94,327.066971
-81.0,82,328.311861
-75.0,76,328.707919
-72.0,73,329.097956
-81.0,82,330.388285
-69.0,70,330.753232
-93.0,94,331.680621
-73.0,74,332.871455
-84.0,85,333.306718
-79.0,80,333.71955
-83.0,84,334.96341
-75.0,76,335.357553
-70.0,71,335.722481
-69.0,70,336.08603
-62.0,63,337.694441
-75.0,76,338.085213
-71.0,72,338.456892
-88.0,89,339.737427
-74.0,75,340.172376
-70.0,71,340.53922
-92.0,93,341.82764
-78.0,79,342.237305
-62.0,63,343.031066
-62.0,63,343.356197
-70.0,71,344.52986
-70.0,71,344.895113
-92.0,93,345.389707
-63.0,64,345.720196
-150.0,151,347.31975
-72.0,73,348.09628
-82.0,83,349.528494
-78.0,79,349.939974
-70.0,71,350.313362
-63.0,64,351.52193
-73.0,74,351.902752
-74.0,75,352.295182
-75.0,76,352.694021
-70.0,71,353.871087
-72.0,73,354.746639
-70.0,71,355.11597
-82.0,83,356.3524
-71.0,72,356.727133
-85.0,86,357.17821
-63.0,64,357.514979
-69.0,70,358.716635
-500.0,500,363.412817
-63.0,64,363.739887
-70.0,71,364.108936
-75.0,76,364.501044
-92.0,93,366.215884
-63.0,64,366.546549
-82.0,83,366.974578
-76.0,77,368.178573
-71.0,72,368.547416
-61.0,62,368.863676
-104.0,105,370.216033
-70.0,71,370.583658
-70.0,71,371.512439
-91.0,92,372.805812
-62.0,63,373.134027
-146.0,147,373.896247
-96.0,97,375.195735
-74.0,75,375.589236
-87.0,88,376.055821
-73.0,74,377.729712
-71.0,72,378.142022
-70.0,71,378.507761
-75.0,76,379.701185
-82.0,83,380.132001
-79.0,80,380.546123
-103.0,104,381.879379
-71.0,72,382.248453
-141.0,142,383.492445
-88.0,89,384.756495
-71.0,72,385.129604
-62.0,63,385.464441
-83.0,84,386.760244
-79.0,80,387.19093
-92.0,93,387.676641
-76.0,77,389.337944
-69.0,70,389.701643
-94.0,95,390.198887
-70.0,71,391.39612
-85.0,86,391.850706
-95.0,96,392.355626
-83.0,84,393.649333
-70.0,71,394.441154
-74.0,75,394.842265
-63.0,64,395.241077
-73.0,74,396.645555
-69.0,70,397.083724
-81.0,82,397.597522
-70.0,71,398.936374
-70.0,71,399.30236
-63.0,64,399.631539
-82.0,83,400.464112
-72.0,73,401.632195
-71.0,72,402.00571
-71.0,72,402.376722
-77.0,78,403.56307
-175.0,176,404.490457
-70.0,71,405.659993
-77.0,78,406.44026
-75.0,76,406.832346
-75.0,76,407.221204
-93.0,94,408.49621
-71.0,72,408.872992
-80.0,81,409.314385
-80.0,81,410.525951
-108.0,109,411.099929
-82.0,83,411.943192
-70.0,71,413.09509
-62.0,63,413.417867
-82.0,83,413.844867
-92.0,93,415.161967
-76.0,77,415.56876
-62.0,63,415.897109
-74.0,75,416.284706
-94.0,95,417.967088
-98.0,99,418.499782
-80.0,81,419.709729
-69.0,70,420.071806
-75.0,76,420.504006
-74.0,75,420.901724
-80.0,81,422.114779
-84.0,85,423.014516
-125.0,126,424.451791
-61.0,62,424.770331
-63.0,64,425.156619
-71.0,72,425.526136
-61.0,62,426.634601
-70.0,71,426.997945
-89.0,90,427.460783
-62.0,63,427.782427
-71.0,72,429.360892
-63.0,64,429.688338
-76.0,77,430.086712
-75.0,76,431.310585
-73.0,74,431.699244
-70.0,71,432.062859
-85.0,86,432.512488
-73.0,74,433.674601
-93.0,94,434.548077
-71.0,72,434.916714
-75.0,76,436.148439
-79.0,80,436.63654
-224.0,225,438.631853
-70.0,71,438.996782
-62.0,63,439.703928
-91.0,92,441.220714
-75.0,76,441.689063
-63.0,64,442.01924
-123.0,124,443.476358
-75.0,76,443.875429
-89.0,90,444.341723
-167.0,168,446.40573
-82.0,83,446.87919
-69.0,70,448.193646
-70.0,71,448.63406
-83.0,84,449.160804
-71.0,72,450.516273
-71.0,72,450.895738
-82.0,83,451.325993
-90.0,91,452.970142
-71.0,72,453.33724
-71.0,72,453.706468
-81.0,82,454.137059
-71.0,72,455.355366
-62.0,63,455.686213
-62.0,63,456.017738
-63.0,64,456.355903
-92.0,93,458.129116
-62.0,63,458.469368
-82.0,83,458.908141
-73.0,74,460.087644
-63.0,64,460.420444
-92.0,93,460.902339
-104.0,105,462.227597
-63.0,64,462.557289
-79.0,80,463.419378
-63.0,64,464.537653
-70.0,71,464.901273
-74.0,75,465.289024
-71.0,72,465.661476
-71.0,72,466.824102
-74.0,75,467.219037
-75.0,76,467.639526
-88.0,89,469.314068
-72.0,73,469.688276
-82.0,83,470.118219
-73.0,74,471.301467
-83.0,84,471.742513
-87.0,88,472.193326
-62.0,63,472.517855
-62.0,63,473.626333
-74.0,75,474.014705
-85.0,86,474.856977
-92.0,93,476.137907
-63.0,64,476.469226
-63.0,64,476.802396
-86.0,87,478.038516
-70.0,71,478.437201
-71.0,72,478.80867
-79.0,80,479.2228
-70.0,71,480.763023
-144.0,145,481.517706
-71.0,72,482.67851
-63.0,64,483.009442
-82.0,83,483.438236
-62.0,63,483.760867
-63.0,64,484.876749
-84.0,85,485.684266
-87.0,88,486.147326
-70.0,71,487.337345
-71.0,72,487.705018
-73.0,74,488.084086
-75.0,76,488.473779
-82.0,83,489.687011
-63.0,64,490.074045
-71.0,72,490.445824
-62.0,63,491.942679
-63.0,64,492.267357
-92.0,93,492.755702
-71.0,72,493.139158
-62.0,63,494.311777
-71.0,72,494.68594
-62.0,63,495.008572
-80.0,81,495.435123
-104.0,105,497.176284
-83.0,84,497.611855
-64.0,65,497.944558
-71.0,72,499.104407
-71.0,72,499.471211
-81.0,82,499.894847
-71.0,72,501.044803
-62.0,63,501.370268
-88.0,89,502.260748
-140.0,141,503.769266
-197.0,198,505.620695
-62.0,63,505.948127
-73.0,74,506.332404
-71.0,72,506.704402
-77.0,78,508.42378
-86.0,87,508.907445
-63.0,64,509.261533
-63.0,64,510.410758
-61.0,62,510.73806
-62.0,63,511.071836
-71.0,72,511.451026
-63.0,64,512.559772
-63.0,64,512.886316
-63.0,64,513.208833
-71.0,72,513.962994
-71.0,72,515.12102
-63.0,64,515.455122
-75.0,76,515.85972
-97.0,98,517.210087
-71.0,72,517.582032
-71.0,72,517.956092
-61.0,62,518.278809
-106.0,107,520.024479
-62.0,63,520.350977
-63.0,64,520.679316
-79.0,80,521.870887
-115.0,116,522.462729
-63.0,64,522.792031
-71.0,72,523.951934
-105.0,106,524.493615
-63.0,64,525.3671
-62.0,63,525.692958
-63.0,64,526.827183
-71.0,72,527.234819
-86.0,87,527.685355
-72.0,73,528.873831
-70.0,71,529.242457
-62.0,63,529.568258
-62.0,63,529.894837
-72.0,73,531.497125
-113.0,114,532.090075
-71.0,72,532.460367
-63.0,64,533.739859
-71.0,72,534.188567
-72.0,73,534.641495
-62.0,63,535.001725
-96.0,97,536.301942
-70.0,71,537.046277
-98.0,99,538.403704
-81.0,82,538.821981
-71.0,72,539.193405
-91.0,92,539.663209
-70.0,71,540.845289
-62.0,63,541.164213
-62.0,63,541.485756
-71.0,72,543.002756
-70.0,71,543.363903
-71.0,72,543.728108
-71.0,72,544.096992
-70.0,71,545.249451
-62.0,63,545.571719
-63.0,64,545.89685
-78.0,79,546.296887
-75.0,76,547.490539
-62.0,63,548.18864
-73.0,74,548.563299
-91.0,92,549.812362
-71.0,72,550.182622
-88.0,89,550.63896
-80.0,81,551.841054
-63.0,64,552.169583
-80.0,81,552.584682
-73.0,74,553.372882
-71.0,72,554.540248
-74.0,75,554.925503
-61.0,62,555.246771
-74.0,75,556.424359
-92.0,93,556.89931
-72.0,73,557.272979
-90.0,91,558.586804
-84.0,85,559.381252
-78.0,79,559.785468
-75.0,76,560.178132
