#{"t_start": 1637834842.164129, "env_id": "Acrobot-v1"}
r,l,t
-80.0,81,113.703544
-132.0,133,115.002046
-85.0,86,115.41347
-69.0,70,115.732504
-75.0,76,116.440262
-79.0,80,117.484864
-68.0,69,117.800776
-70.0,71,118.125581
-62.0,63,119.08907
-79.0,80,119.45639
-78.0,79,119.82039
-62.0,63,120.112295
-79.0,80,121.523469
-70.0,71,121.84952
-100.0,101,122.313536
-81.0,82,123.375432
-63.0,64,123.676184
-73.0,74,124.02104
-77.0,78,125.155322
-77.0,78,125.54346
-77.0,78,126.257549
-69.0,70,126.622932
-81.0,82,127.750417
-70.0,71,128.084287
-68.0,69,128.434458
-96.0,97,129.657473
-75.0,76,130.046329
-61.0,62,130.339334
-76.0,77,131.953041
-69.0,70,132.323117
-67.0,68,132.680632
-96.0,97,133.139811
-70.0,71,134.195101
-69.0,70,134.553046
-62.0,63,134.861726
-62.0,63,135.852218
-74.0,75,136.194407
-84.0,85,136.945826
-75.0,76,137.294807
-64.0,65,138.334846
-70.0,71,138.700476
-89.0,90,139.152143
-90.0,91,140.441164
-195.0,196,141.75625
-81.0,82,142.821175
-87.0,88,143.24348
-91.0,92,143.68676
-82.0,83,144.906569
-76.0,77,145.304661
-61.0,62,145.593564
-98.0,99,146.727021
-97.0,98,147.557555
-73.0,74,147.898414
-81.0,82,148.950711
-70.0,71,149.275281
-86.0,87,149.680133
-82.0,83,150.751103
-83.0,84,151.1382
-67.0,68,151.449842
-74.0,75,152.889621
-71.0,72,153.220187
-76.0,77,153.573061
-71.0,72,153.904885
-83.0,84,154.961698
-62.0,63,155.252023
-64.0,65,155.555949
-63.0,64,155.848619
-77.0,78,157.268057
-81.0,82,157.64465
-140.0,141,159.121955
-96.0,97,159.620664
-100.0,101,160.119864
-80.0,81,161.196556
-63.0,64,161.49233
-83.0,84,162.255988
-85.0,86,163.375767
-77.0,78,163.732595
-62.0,63,164.022527
-89.0,90,165.112059
-167.0,168,165.897946
-71.0,72,166.231552
-93.0,94,167.773674
-76.0,77,168.12766
-63.0,64,168.418438
-72.0,73,169.428861
-104.0,105,169.911769
-75.0,76,170.261878
-93.0,94,171.36609
-69.0,70,171.683501
-88.0,89,172.50591
-71.0,72,173.554006
-63.0,64,173.854799
-94.0,95,174.321603
-69.0,70,175.409412
-82.0,83,175.799329
-186.0,187,178.440149
-77.0,78,178.899897
-63.0,64,179.263205
-92.0,93,180.603719
-63.0,64,180.959104
-76.0,77,181.376203
-72.0,73,181.772489
-76.0,77,183.048293
-70.0,71,183.828189
-63.0,64,184.161881
-85.0,86,185.423112
-87.0,88,185.942541
-62.0,63,186.279156
-73.0,74,186.658659
-93.0,94,187.960166
-70.0,71,188.332984
-139.0,140,190.698221
-73.0,74,191.213421
-88.0,89,191.808683
-82.0,83,193.24718
-94.0,95,193.762571
-62.0,63,194.097994
-73.0,74,194.492605
-64.0,65,195.667655
-83.0,84,196.615816
-65.0,66,196.966774
-84.0,85,198.214981
-79.0,80,198.630299
-87.0,88,199.088185
-75.0,76,200.317283
-90.0,91,200.797846
-96.0,97,201.870303
-91.0,92,203.152003
-75.0,76,203.543949
-71.0,72,203.921348
-93.0,94,205.221068
-63.0,64,205.55755
-69.0,70,205.917591
-79.0,80,206.333614
-109.0,110,208.243342
-70.0,71,208.612807
-81.0,82,209.865228
-70.0,71,210.237427
-62.0,63,210.569248
-78.0,79,210.983323
-85.0,86,212.234986
-74.0,75,212.627642
-71.0,72,213.428927
-80.0,81,214.655695
-76.0,77,215.057311
-65.0,66,215.416814
-74.0,75,215.807583
-194.0,195,217.689648
-75.0,76,218.087787
-76.0,77,219.728363
-97.0,98,220.241027
-86.0,87,220.694184
-85.0,86,221.944004
-105.0,106,222.499084
-72.0,73,223.682242
-71.0,72,224.059509
-74.0,75,224.864209
-87.0,88,225.33794
-61.0,62,226.603417
-85.0,86,227.050109
-99.0,100,227.568911
-63.0,64,228.759701
-84.0,85,229.206896
-88.0,89,229.668882
-96.0,97,231.441598
-71.0,72,231.881159
-90.0,91,232.45067
-190.0,191,234.602974
-72.0,73,235.0626
-88.0,89,236.580281
-78.0,79,237.604697
-148.0,149,239.338778
-76.0,77,239.739888
-229.0,230,241.774543
-70.0,71,242.14844
-69.0,70,242.969269
-71.0,72,244.169338
-77.0,78,244.581321
-76.0,77,244.985869
-62.0,63,246.133203
-74.0,75,246.526412
-79.0,80,246.952291
-77.0,78,247.360977
-74.0,75,248.561835
-107.0,108,249.601845
-89.0,90,250.07555
-75.0,76,251.290566
-63.0,64,251.626153
-200.0,201,253.492359
-71.0,72,253.869417
-79.0,80,254.687216
-70.0,71,255.894866
-61.0,62,256.224286
-72.0,73,256.613112
-92.0,93,257.913038
-63.0,64,258.248633
-165.0,166,259.123522
-78.0,79,260.946905
-62.0,63,261.278434
-108.0,109,261.846401
-80.0,81,263.120337
-79.0,80,263.537829
-72.0,73,263.917885
-71.0,72,265.10607
-75.0,76,265.507462
-73.0,74,266.35164
-64.0,65,267.504226
-93.0,94,267.995705
-84.0,85,268.441999
-63.0,64,268.779056
-64.0,65,269.952067
-94.0,95,270.484998
-88.0,89,271.042256
-83.0,84,272.955978
-61.0,62,273.343197
-94.0,95,273.937009
-135.0,136,275.738426
-71.0,72,276.189736
-93.0,94,277.561767
-75.0,76,277.95938
-70.0,71,278.783103
-143.0,144,280.353386
-62.0,63,280.683005
-103.0,104,281.262948
-76.0,77,282.490114
-93.0,94,282.993862
-81.0,82,283.422656
-70.0,71,285.233825
-70.0,71,285.617709
-74.0,75,286.010759
-88.0,89,287.381812
-69.0,70,287.820783
-72.0,73,288.275957
-169.0,170,290.1666
-85.0,86,291.148917
-97.0,98,291.661602
-73.0,74,292.862842
-84.0,85,293.307829
-70.0,71,293.679956
-61.0,62,294.83308
-323.0,324,297.824123
-80.0,81,298.248832
-70.0,71,298.621838
-90.0,91,299.91397
-71.0,72,300.317118
-91.0,92,300.8016
-69.0,70,301.979028
-91.0,92,302.92058
-74.0,75,303.311181
-79.0,80,304.551823
-87.0,88,305.013222
-83.0,84,305.46702
-71.0,72,306.658155
-62.0,63,306.997537
-70.0,71,307.367776
-64.0,65,308.150265
-89.0,90,309.501929
-77.0,78,309.915384
-88.0,89,310.382124
-87.0,88,311.658962
-82.0,83,312.098333
-139.0,140,313.642992
-63.0,64,314.423247
-71.0,72,314.798946
-70.0,71,315.176642
-62.0,63,316.326943
-69.0,70,316.689069
-74.0,75,317.077636
-71.0,72,318.301015
-79.0,80,318.720318
-87.0,88,319.715901
-88.0,89,321.006062
-99.0,100,321.531761
-61.0,62,321.857063
-77.0,78,322.266736
-180.0,181,324.029939
-71.0,72,324.405846
-81.0,82,326.221267
-90.0,91,326.694352
-74.0,75,327.081992
-89.0,90,328.3683
-64.0,65,328.707413
-71.0,72,329.089775
-75.0,76,330.351307
-63.0,64,330.685232
-71.0,72,331.489308
-63.0,64,331.83151
-188.0,189,333.613094
-106.0,107,334.973224
-74.0,75,335.361954
-62.0,63,335.686607
-89.0,90,336.625685
-82.0,83,337.864781
-62.0,63,338.18701
-93.0,94,338.673389
-74.0,75,339.892079
-71.0,72,340.301074
-71.0,72,340.672098
-73.0,74,341.864612
-64.0,65,342.197763
-75.0,76,343.061068
-71.0,72,343.432349
-82.0,83,344.667767
-111.0,112,345.251288
-62.0,63,345.583865
-70.0,71,346.767493
-106.0,107,347.323796
-62.0,63,348.037497
-62.0,63,349.379016
-111.0,112,349.958868
-70.0,71,350.333225
-72.0,73,351.588354
-92.0,93,352.066162
-64.0,65,352.416008
-70.0,71,352.780335
-62.0,63,353.917459
-75.0,76,354.806797
-82.0,83,355.237617
-80.0,81,356.468581
-68.0,69,356.828983
-63.0,64,357.161816
-70.0,71,357.534124
-81.0,82,358.803441
-62.0,63,359.141063
-62.0,63,359.899827
-123.0,124,361.369187
-70.0,71,361.75847
-70.0,71,362.128902
-63.0,64,363.26784
-95.0,96,363.75952
-63.0,64,364.092499
-89.0,90,365.366336
-63.0,64,366.123375
-74.0,75,366.511238
-62.0,63,366.834583
-70.0,71,368.005928
-70.0,71,368.37172
-62.0,63,368.695703
-74.0,75,369.083364
-73.0,74,370.273436
-85.0,86,370.716439
-63.0,64,371.627095
-87.0,88,372.88409
-70.0,71,373.252184
-71.0,72,373.62473
-75.0,76,374.020837
-103.0,104,375.36043
-70.0,71,375.744178
-71.0,72,376.110842
-93.0,94,377.92247
-71.0,72,378.300471
-70.0,71,378.665611
-82.0,83,379.89557
-73.0,74,380.284495
-70.0,71,380.648809
-71.0,72,381.81741
-89.0,90,382.281726
-181.0,182,384.533918
-65.0,66,384.87519
-95.0,96,385.382078
-76.0,77,386.614003
-89.0,90,387.123735
-63.0,64,387.455913
-79.0,80,388.324077
-85.0,86,389.582836
-86.0,87,390.034325
-76.0,77,390.441897
-75.0,76,391.663246
-82.0,83,392.101353
-87.0,88,392.562965
-62.0,63,393.746946
-74.0,75,394.563241
-77.0,78,395.001256
-76.0,77,396.424543
-71.0,72,396.875312
-69.0,70,397.314906
-77.0,78,397.801677
-62.0,63,399.064692
-62.0,63,399.389961
-70.0,71,399.752198
-63.0,64,400.488832
-80.0,81,401.699067
-63.0,64,402.030213
-61.0,62,402.350047
-75.0,76,403.526992
-74.0,75,403.910115
-72.0,73,404.285895
-70.0,71,404.678304
-70.0,71,405.844085
-103.0,104,406.758021
-90.0,91,407.225692
-103.0,104,408.55275
-71.0,72,408.929476
-71.0,72,409.32439
-70.0,71,410.483148
-70.0,71,410.852695
-131.0,132,411.958333
-71.0,72,413.115375
-82.0,83,413.539095
-71.0,72,413.921328
-62.0,63,415.074643
-70.0,71,415.449474
-115.0,116,416.050556
-62.0,63,417.168992
-62.0,63,417.893399
-63.0,64,418.234576
-63.0,64,418.57927
-72.0,73,419.744658
-62.0,63,420.069928
-70.0,71,420.470989
-71.0,72,420.859336
-83.0,84,422.087733
-97.0,98,423.054993
-70.0,71,423.419091
-71.0,72,424.579786
-83.0,84,425.03945
-71.0,72,425.439659
-70.0,71,426.594056
-71.0,72,426.962504
-70.0,71,427.326624
-61.0,62,427.643877
-73.0,74,429.232631
-76.0,77,429.626296
-72.0,73,430.001827
-93.0,94,431.319792
-63.0,64,431.658259
-80.0,81,432.073255
-87.0,88,433.319229
-63.0,64,433.644223
-64.0,65,434.371452
-117.0,118,434.972642
-80.0,81,436.234005
-88.0,89,436.789614
-86.0,87,437.247702
-70.0,71,438.416625
-69.0,70,438.773597
-70.0,71,439.14079
-95.0,96,441.026206
-70.0,71,441.469157
-62.0,63,441.829134
-62.0,63,442.151917
-71.0,72,443.341826
-121.0,122,443.977187
-63.0,64,444.310007
-63.0,64,445.444921
-71.0,72,446.205536
-70.0,71,446.577069
-69.0,70,447.87893
-79.0,80,448.377739
-71.0,72,448.823773
-62.0,63,449.220625
-70.0,71,450.562535
-88.0,89,451.029907
-62.0,63,451.356506
-62.0,63,452.069345
-69.0,70,453.214563
-72.0,73,453.587628
-92.0,93,454.071074
-70.0,71,455.283057
-90.0,91,455.763402
-100.0,101,456.295413
-73.0,74,457.965955
-71.0,72,458.355963
-62.0,63,458.691366
-80.0,81,459.907869
-74.0,75,460.299964
-63.0,64,460.628905
-93.0,94,461.11785
-71.0,72,462.275036
-63.0,64,462.602664
-85.0,86,463.496108
-62.0,63,464.6088
-73.0,74,464.986481
-63.0,64,465.322971
-71.0,72,465.691918
-62.0,63,466.807735
-71.0,72,467.188052
-82.0,83,467.64357
-71.0,72,468.844035
-70.0,71,469.59659
-70.0,71,469.963119
-79.0,80,470.375831
-62.0,63,471.50599
-82.0,83,471.938256
-75.0,76,472.326868
-62.0,63,473.437001
-76.0,77,473.832175
-85.0,86,474.666903
-71.0,72,475.050218
-70.0,71,476.214699
-71.0,72,476.587146
-82.0,83,477.018498
-64.0,65,478.153916
-79.0,80,478.584686
-83.0,84,479.019619
-62.0,63,479.711283
-63.0,64,480.850808
-88.0,89,481.314661
-75.0,76,481.709281
-62.0,63,482.822223
-77.0,78,483.22454
-63.0,64,483.55408
-70.0,71,483.919246
-62.0,63,485.029584
-63.0,64,485.729822
-71.0,72,486.109212
-63.0,64,486.454302
-70.0,71,487.627057
-75.0,76,488.017117
-71.0,72,488.38746
-71.0,72,489.54322
-78.0,79,490.000552
-80.0,81,490.423484
-70.0,71,491.962745
-91.0,92,492.435167
-62.0,63,492.765157
-89.0,90,493.241675
-62.0,63,494.415936
-86.0,87,494.865573
-63.0,64,495.196603
-79.0,80,496.405694
-71.0,72,497.185558
-83.0,84,497.621869
-70.0,71,498.773223
-71.0,72,499.144467
-74.0,75,499.526668
-79.0,80,499.940852
-85.0,86,501.163441
-75.0,76,501.552432
-81.0,82,502.411903
-71.0,72,503.564253
-79.0,80,503.972953
-88.0,89,504.426395
-63.0,64,505.594428
-72.0,73,505.972468
-88.0,89,506.435911
-71.0,72,506.806247
-89.0,90,508.597564
-64.0,65,508.961344
-72.0,73,509.361421
-71.0,72,510.552549
-71.0,72,510.932469
-86.0,87,511.391757
-62.0,63,511.713132
-75.0,76,512.885654
-63.0,64,513.208647
-78.0,79,513.998228
-86.0,87,515.231369
-88.0,89,515.701684
-87.0,88,516.187106
-176.0,177,517.923327
-73.0,74,518.310114
-63.0,64,519.8285
-73.0,74,520.216965
-61.0,62,520.535857
-85.0,86,520.976456
-76.0,77,522.152566
-71.0,72,522.518141
-71.0,72,522.891108
-63.0,64,524.007298
-63.0,64,524.336257
-62.0,63,525.176891
-137.0,138,526.717086
-88.0,89,527.212507
-63.0,64,527.545859
-71.0,72,528.722522
-63.0,64,529.056404
-63.0,64,529.392097
-70.0,71,529.760484
-63.0,64,531.316534
-72.0,73,531.692873
-71.0,72,532.068332
-91.0,92,532.542595
-71.0,72,533.888542
-63.0,64,534.287203
-62.0,63,534.676674
-70.0,71,535.879832
-70.0,71,536.239619
-74.0,75,537.005456
-70.0,71,537.365912
-63.0,64,538.546367
-63.0,64,538.872756
-63.0,64,539.20329
-62.0,63,539.523237
-66.0,67,540.687359
-108.0,109,541.239511
-71.0,72,541.970275
-63.0,64,543.086102
-88.0,89,543.537678
-75.0,76,543.924417
-62.0,63,544.244846
-62.0,63,545.359447
-63.0,64,545.682256
-62.0,63,546.004374
-63.0,64,546.326554
-74.0,75,547.515345
-63.0,64,548.21767
-73.0,74,548.593765
-72.0,73,549.747127
-72.0,73,550.121554
-80.0,81,550.535839
-71.0,72,550.903327
-202.0,203,553.138182
-89.0,90,554.400857
-85.0,86,554.841615
-88.0,89,555.305921
-60.0,61,556.407887
-70.0,71,556.771054
-114.0,115,557.358801
-71.0,72,558.57614
-72.0,73,559.309581
-81.0,82,559.728057
-71.0,72,560.099805
