#{"t_start": 1637834842.1751924, "env_id": "Acrobot-v1"}
r,l,t
-64.0,65,513.134512
-63.0,64,513.846041
-70.0,71,514.996002
-75.0,76,515.394182
-70.0,71,515.764774
-70.0,71,516.160461
-63.0,64,517.315756
-74.0,75,517.70271
-63.0,64,518.036556
-63.0,64,518.368098
-71.0,72,519.931065
-71.0,72,520.305061
-72.0,73,520.679321
-82.0,83,521.886843
-64.0,65,522.218911
-70.0,71,522.58029
-92.0,93,523.059877
-63.0,64,524.177577
-71.0,72,525.044657
-82.0,83,525.518526
-70.0,71,526.686949
-84.0,85,527.163034
-71.0,72,527.536666
-71.0,72,528.7135
-70.0,71,529.085422
-63.0,64,529.419203
-62.0,63,529.745747
-79.0,80,531.38606
-70.0,71,531.749634
-62.0,63,532.080058
-71.0,72,532.450425
-70.0,71,533.772806
-63.0,64,534.172134
-101.0,102,534.803729
-76.0,77,536.010018
-91.0,92,536.862389
-100.0,101,537.377321
-71.0,72,538.59757
-91.0,92,539.070143
-76.0,77,539.461206
-61.0,62,540.599462
-115.0,116,541.189648
-64.0,65,541.522112
-103.0,104,543.201551
-89.0,90,543.658671
-62.0,63,543.979733
-69.0,70,545.126642
-89.0,90,545.586881
-72.0,73,545.95789
-105.0,106,547.277576
-70.0,71,548.040905
-63.0,64,548.367726
-91.0,92,548.834671
-63.0,64,549.940386
-62.0,63,550.265603
-100.0,101,550.782365
-63.0,64,551.898401
-63.0,64,552.224711
-75.0,76,552.615829
-63.0,64,553.350558
-89.0,90,554.612203
-95.0,96,555.107777
-103.0,104,556.435806
-63.0,64,556.761885
-62.0,63,557.084864
-71.0,72,557.454027
-81.0,82,559.080561
-87.0,88,559.53106
-75.0,76,559.919335
