#{"t_start": 1637834842.1682081, "env_id": "Acrobot-v1"}
r,l,t
-78.0,79,115.761384
-71.0,72,116.450683
-76.0,77,117.481581
-72.0,73,117.816395
-80.0,81,118.185695
-90.0,91,119.278893
-63.0,64,119.572069
-69.0,70,119.894791
-69.0,70,120.900961
-69.0,70,121.583765
-73.0,74,121.923734
-81.0,82,122.300948
-72.0,73,123.320787
-99.0,100,123.788821
-92.0,93,124.238978
-132.0,133,125.636892
-69.0,70,126.336977
-93.0,94,127.509027
-88.0,89,127.950061
-62.0,63,128.266639
-63.0,64,128.588716
-204.0,205,130.341845
-75.0,76,131.949745
-73.0,74,132.341496
-71.0,72,132.720365
-71.0,72,133.058371
-74.0,75,134.131136
-92.0,93,134.595517
-83.0,84,135.016358
-70.0,71,136.026908
-68.0,69,136.343086
-79.0,80,137.072064
-62.0,63,137.359909
-61.0,62,138.386459
-89.0,90,138.848042
-70.0,71,139.2088
-86.0,87,140.474964
-87.0,88,140.883388
-87.0,88,141.294751
-70.0,71,142.708551
-74.0,75,143.072389
-94.0,95,143.524991
-87.0,88,144.766837
-83.0,84,145.187903
-74.0,75,145.549416
-71.0,72,146.563809
-75.0,76,147.294671
-94.0,95,147.727986
-75.0,76,148.752777
-69.0,70,149.074656
-136.0,137,149.70891
-127.0,128,150.987532
-203.0,204,153.019549
-75.0,76,153.368164
-84.0,85,153.757936
-71.0,72,154.761029
-76.0,77,155.116976
-63.0,64,155.416316
-85.0,86,155.80877
-89.0,90,157.28351
-128.0,129,157.875593
-72.0,73,159.034334
-144.0,145,159.76751
-70.0,71,160.121497
-95.0,96,161.267865
-91.0,92,161.691952
-87.0,88,163.197421
-99.0,100,163.656414
-157.0,158,165.054586
-77.0,78,165.426607
-71.0,72,165.760843
-83.0,84,166.148697
-62.0,63,167.552088
-83.0,84,167.936495
-75.0,76,168.284046
-87.0,88,169.361301
-75.0,76,169.708404
-75.0,76,170.058918
-79.0,80,171.10338
-72.0,73,171.435637
-139.0,140,172.488699
-75.0,76,173.55526
-62.0,63,173.851526
-90.0,91,174.299652
-76.0,77,175.420384
-97.0,98,175.889181
-71.0,72,176.292
-158.0,159,178.778239
-76.0,77,179.243099
-71.0,72,179.638455
-112.0,113,181.0961
-88.0,89,181.582544
-86.0,87,182.908156
-63.0,64,183.241544
-96.0,97,184.158596
-82.0,83,185.404377
-93.0,94,185.955134
-71.0,72,186.338555
-83.0,84,187.584887
-81.0,82,188.009791
-123.0,124,188.654717
-71.0,72,190.663637
-84.0,85,191.253565
-87.0,88,191.836988
-81.0,82,193.264683
-100.0,101,193.812613
-70.0,71,194.187237
-63.0,64,195.363428
-85.0,86,196.298766
-94.0,95,196.830345
-77.0,78,198.032214
-91.0,92,198.517487
-73.0,74,198.904108
-85.0,86,200.181676
-71.0,72,200.568186
-77.0,78,200.971529
-72.0,73,201.921992
-76.0,77,203.122368
-81.0,82,203.547268
-69.0,70,203.910578
-98.0,99,205.237358
-62.0,63,205.569124
-76.0,77,205.965062
-82.0,83,207.260056
-63.0,64,208.066779
-77.0,78,208.472849
-63.0,64,208.806696
-157.0,158,210.461709
-63.0,64,210.798871
-70.0,71,211.171466
-69.0,70,212.337747
-96.0,97,212.844108
-77.0,78,213.674592
-89.0,90,214.951039
-94.0,95,215.459393
-72.0,73,215.841237
-69.0,70,217.067378
-94.0,95,217.565736
-63.0,64,217.901469
-94.0,95,219.636942
-84.0,85,220.082192
-63.0,64,220.416072
-70.0,71,221.586682
-88.0,89,222.051851
-71.0,72,222.428805
-104.0,105,223.774856
-69.0,70,224.144406
-83.0,84,224.996478
-69.0,70,225.385606
-93.0,94,226.810704
-74.0,75,227.198938
-70.0,71,227.565609
-79.0,80,228.842726
-70.0,71,229.213797
-71.0,72,229.588619
-93.0,94,231.346769
-75.0,76,231.787956
-79.0,80,232.290327
-82.0,83,233.761632
-75.0,76,234.241014
-63.0,64,234.64406
-116.0,117,236.337497
-62.0,63,236.733573
-84.0,85,237.796195
-62.0,63,238.170154
-62.0,63,239.376871
-70.0,71,239.746845
-82.0,83,240.185892
-79.0,80,241.426522
-69.0,70,241.797458
-88.0,89,242.26475
-73.0,74,243.109362
-65.0,66,244.27481
-70.0,71,244.651908
-70.0,71,245.025418
-133.0,134,246.543344
-76.0,77,246.954075
-92.0,93,247.440974
-90.0,91,249.156877
-76.0,77,249.603688
-62.0,63,249.933226
-97.0,98,251.26584
-98.0,99,251.785576
-88.0,89,253.064959
-71.0,72,253.44202
-71.0,72,253.818925
-72.0,73,254.600096
-82.0,83,255.870591
-71.0,72,256.251699
-92.0,93,256.746513
-85.0,86,258.00974
-80.0,81,258.435635
-86.0,87,258.896068
-94.0,95,260.800078
-81.0,82,261.232527
-63.0,64,261.568012
-71.0,72,262.791007
-175.0,176,263.711779
-76.0,77,264.92206
-74.0,75,265.321828
-63.0,64,265.652895
-99.0,100,266.63803
-189.0,190,268.445546
-81.0,82,269.684199
-87.0,88,270.181677
-63.0,64,270.549953
-63.0,64,270.952306
-62.0,63,272.731424
-92.0,93,273.315314
-63.0,64,273.714003
-62.0,63,274.10868
-62.0,63,275.455784
-62.0,63,275.847986
-81.0,82,276.360869
-64.0,65,277.552859
-85.0,86,278.002853
-98.0,99,278.974618
-70.0,71,280.161172
-79.0,80,280.579488
-83.0,84,281.056003
-79.0,80,281.476628
-71.0,72,282.675802
-62.0,63,283.0169
-73.0,74,283.402921
-63.0,64,285.180039
-83.0,84,285.629333
-77.0,78,286.039061
-70.0,71,286.415024
-62.0,63,287.69772
-73.0,74,288.16079
-92.0,93,288.742398
-73.0,74,290.052342
-62.0,63,290.911676
-62.0,63,291.245304
-104.0,105,292.606263
-72.0,73,292.990011
-86.0,87,293.44645
-97.0,98,294.782628
-63.0,64,295.124996
-71.0,72,295.510432
-72.0,73,296.299131
-71.0,72,297.52019
-99.0,100,298.080224
-86.0,87,298.535177
-62.0,63,299.680549
-70.0,71,300.053458
-95.0,96,300.582807
-75.0,76,301.793259
-71.0,72,302.617707
-70.0,71,302.99997
-95.0,96,304.320044
-73.0,74,304.710117
-87.0,88,305.175164
-87.0,88,306.461041
-70.0,71,306.842502
-75.0,76,307.239669
-83.0,84,308.12135
-90.0,91,309.47621
-94.0,95,309.980355
-101.0,102,311.332024
-76.0,77,311.735914
-82.0,83,312.172577
-90.0,91,313.461043
-88.0,89,314.37465
-89.0,90,314.84855
-72.0,73,315.232269
-71.0,72,316.426638
-74.0,75,316.815389
-63.0,64,317.146409
-70.0,71,318.366709
-94.0,95,318.865338
-74.0,75,319.790777
-70.0,71,320.987177
-72.0,73,321.37055
-78.0,79,321.783605
-70.0,71,322.159528
-414.0,415,326.529432
-76.0,77,326.928582
-70.0,71,328.1161
-70.0,71,328.488818
-203.0,204,330.420417
-74.0,75,330.813904
-69.0,70,331.614127
-62.0,63,331.942851
-65.0,66,333.087575
-63.0,64,333.417078
-76.0,77,333.814882
-71.0,72,334.994994
-86.0,87,335.448658
-87.0,88,335.902977
-85.0,86,337.628935
-70.0,71,337.994339
-85.0,86,338.437556
-71.0,72,338.809706
-93.0,94,340.163167
-70.0,71,340.530382
-72.0,73,340.908427
-62.0,63,342.039549
-128.0,129,343.174421
-70.0,71,343.54129
-200.0,201,345.401444
-71.0,72,346.589566
-74.0,75,346.977151
-76.0,77,347.378577
-61.0,62,348.097277
-80.0,81,349.51895
-63.0,64,349.852277
-66.0,67,350.201515
-61.0,62,350.524713
-70.0,71,351.766174
-70.0,71,352.133978
-62.0,63,352.473294
-79.0,80,353.697204
-70.0,71,354.549662
-63.0,64,354.89191
-70.0,71,355.260419
-63.0,64,356.403072
-71.0,72,356.776881
-78.0,79,357.189656
-75.0,76,357.588154
-72.0,73,358.811401
-70.0,71,359.18943
-73.0,74,360.008992
-74.0,75,361.221281
-75.0,76,361.619372
-63.0,64,361.970051
-91.0,92,363.254448
-62.0,63,363.5782
-71.0,72,363.948909
-70.0,71,364.315659
-63.0,64,365.45679
-118.0,119,366.496374
-76.0,77,366.893135
-63.0,64,368.028811
-71.0,72,368.398983
-80.0,81,368.813903
-62.0,63,369.139321
-70.0,71,370.316977
-71.0,72,370.686674
-87.0,88,371.722198
-75.0,76,372.917071
-62.0,63,373.242629
-82.0,83,373.672402
-69.0,70,374.036842
-89.0,90,375.302582
-83.0,84,375.756448
-82.0,83,376.177332
-71.0,72,377.870063
-71.0,72,378.255818
-71.0,72,378.62566
-86.0,87,379.876781
-70.0,71,380.247564
-70.0,71,380.61359
-71.0,72,381.782607
-103.0,104,382.327672
-77.0,78,383.233193
-87.0,88,384.488146
-82.0,83,384.918851
-69.0,70,385.283896
-76.0,77,385.685986
-84.0,85,387.003941
-70.0,71,387.374267
-62.0,63,387.702594
-90.0,91,389.43658
-64.0,65,389.774805
-71.0,72,390.153222
-103.0,104,391.524883
-63.0,64,391.861366
-76.0,77,392.26492
-70.0,71,392.637198
-71.0,72,393.869098
-76.0,77,394.69665
-71.0,72,395.12227
-83.0,84,396.589144
-103.0,104,397.242423
-62.0,63,397.636919
-63.0,64,398.931914
-109.0,110,399.502077
-168.0,169,401.564955
-70.0,71,401.932275
-63.0,64,402.262402
-101.0,102,403.57613
-63.0,64,403.901674
-90.0,91,404.378009
-89.0,90,405.660907
-63.0,64,406.370273
-70.0,71,406.733395
-87.0,88,407.185868
-79.0,80,408.389275
-70.0,71,408.756513
-88.0,89,409.241791
-86.0,87,410.486259
-62.0,63,410.812705
-63.0,64,411.151327
-62.0,63,411.889405
-70.0,71,413.043988
-70.0,71,413.409492
-83.0,84,413.840604
-70.0,71,415.043674
-70.0,71,415.419838
-89.0,90,415.888037
-71.0,72,416.259757
-62.0,63,417.774198
-71.0,72,418.157038
-79.0,80,418.585726
-207.0,208,420.486157
-72.0,73,420.877847
-77.0,78,422.073402
-69.0,70,422.43561
-80.0,81,423.311409
-71.0,72,424.473329
-62.0,63,424.798466
-85.0,86,425.297147
-86.0,87,426.535065
-74.0,75,426.918947
-71.0,72,427.287084
-71.0,72,427.655338
-77.0,78,429.264859
-62.0,63,429.587292
-71.0,72,429.958276
-87.0,88,431.243006
-70.0,71,431.618152
-70.0,71,431.98378
-63.0,64,432.31418
-70.0,71,433.467676
-84.0,85,434.29475
-62.0,63,434.615622
-87.0,88,435.884365
-72.0,73,436.300472
-88.0,89,436.852439
-78.0,79,437.258727
-70.0,71,438.427794
-70.0,71,438.791427
-71.0,72,439.162808
-86.0,87,440.997535
-85.0,86,441.534397
-170.0,171,443.256601
-92.0,93,443.738291
-76.0,77,444.140078
-70.0,71,445.311311
-76.0,77,446.097862
-77.0,78,446.504592
-74.0,75,447.824239
-93.0,94,448.411852
-80.0,81,448.916699
-63.0,64,449.318506
-70.0,71,450.644172
-91.0,92,451.124335
-71.0,72,451.885241
-94.0,95,453.160726
-62.0,63,453.481941
-71.0,72,453.852532
-63.0,64,455.024444
-71.0,72,455.41066
-62.0,63,455.739617
-62.0,63,456.072179
-76.0,77,457.312703
-80.0,81,458.189085
-81.0,82,458.628891
-71.0,72,459.006494
-83.0,84,460.236726
-82.0,83,460.669203
-88.0,89,461.130884
-91.0,92,462.391346
-71.0,72,463.207069
-82.0,83,463.637033
-93.0,94,464.90746
-71.0,72,465.277436
-73.0,74,465.662554
-72.0,73,466.830665
-64.0,65,467.175287
-76.0,77,467.597481
-63.0,64,467.928123
-153.0,154,469.938977
-71.0,72,470.310377
-72.0,73,471.492217
-71.0,72,471.868392
-63.0,64,472.194371
-61.0,62,472.514256
-62.0,63,473.622023
-70.0,71,473.989598
-75.0,76,474.776215
-63.0,64,475.913145
-89.0,90,476.379931
-63.0,64,476.707961
-93.0,94,477.195231
-86.0,87,478.463155
-75.0,76,478.8568
-70.0,71,479.223865
-71.0,72,480.770304
-76.0,77,481.170231
-138.0,139,482.679604
-184.0,185,483.632741
-99.0,100,484.934177
-75.0,76,485.695909
-85.0,86,486.14842
-63.0,64,487.302308
-78.0,79,487.705895
-99.0,100,488.218336
-87.0,88,489.458904
-71.0,72,489.828015
-72.0,73,490.260105
-86.0,87,491.089001
-63.0,64,492.207231
-63.0,64,492.54138
-172.0,173,494.296269
-72.0,73,494.676595
-70.0,71,495.043134
-61.0,62,495.367536
-71.0,72,496.529864
-63.0,64,497.272078
-500.0,500,501.4118
-62.0,63,501.732673
-92.0,93,503.433758
-63.0,64,503.76045
-188.0,189,505.564837
-71.0,72,505.938287
-70.0,71,506.306183
-81.0,82,506.730779
-72.0,73,508.424838
-69.0,70,508.81409
-71.0,72,509.216598
-72.0,73,510.411655
-70.0,71,510.786294
-85.0,86,511.23987
-85.0,86,511.68443
-79.0,80,512.877109
-123.0,124,513.892958
-64.0,65,515.011643
-71.0,72,515.389077
-87.0,88,515.854681
-71.0,72,516.24998
-71.0,72,517.444949
-107.0,108,518.002994
-90.0,91,518.477307
-86.0,87,520.12107
-95.0,96,520.615057
-179.0,180,522.315943
-71.0,72,522.683767
-76.0,77,523.082537
-71.0,72,524.238546
-71.0,72,525.118432
-87.0,88,525.607142
-62.0,63,526.734781
-77.0,78,527.173628
-71.0,72,527.547953
-72.0,73,528.73359
-70.0,71,529.10271
-94.0,95,529.59497
-74.0,75,530.413866
-80.0,81,531.627622
-70.0,71,531.99493
-90.0,91,532.467243
-81.0,82,533.860835
-71.0,72,534.309179
-81.0,82,534.815153
-70.0,71,535.990718
-71.0,72,536.73927
-62.0,63,537.062309
-82.0,83,537.485916
-88.0,89,538.789199
-62.0,63,539.116718
-88.0,89,539.573777
-71.0,72,540.758735
-88.0,89,541.211711
-63.0,64,541.538147
-82.0,83,543.112796
-77.0,78,543.508628
-71.0,72,543.874977
-73.0,74,544.251567
-63.0,64,545.371315
-70.0,71,545.728984
-63.0,64,546.055167
-71.0,72,547.202712
-76.0,77,547.992882
-76.0,77,548.388813
-70.0,71,548.74784
-63.0,64,549.855286
-71.0,72,550.225577
-72.0,73,550.599197
-77.0,78,551.784767
-74.0,75,552.170608
-63.0,64,552.500402
-75.0,76,553.293136
-70.0,71,554.459347
-64.0,65,554.790096
-71.0,72,555.164586
-132.0,133,556.638243
-63.0,64,556.966595
-82.0,83,557.394023
-71.0,72,558.608423
-108.0,109,559.526352
-123.0,124,560.164952
