#{"t_start": 1637834842.1812131, "env_id": "Acrobot-v1"}
r,l,t
-75.0,76,116.293791
-62.0,63,117.260064
-74.0,75,117.60284
-69.0,70,117.923962
-76.0,77,118.276651
-88.0,89,119.359578
-72.0,73,119.693618
-98.0,99,120.152405
-61.0,62,121.481461
-69.0,70,121.802646
-69.0,70,122.1242
-89.0,90,123.220685
-74.0,75,123.574319
-84.0,85,123.967942
-70.0,71,125.061393
-62.0,63,125.391206
-64.0,65,125.690154
-71.0,72,126.41523
-82.0,83,127.526468
-70.0,71,127.879341
-78.0,79,128.272532
-70.0,71,128.627501
-74.0,75,129.736331
-70.0,71,130.098516
-75.0,76,130.472317
-84.0,85,132.126996
-88.0,89,132.59687
-70.0,71,132.944989
-87.0,88,134.079124
-71.0,72,134.439918
-93.0,94,134.90428
-71.0,72,135.929096
-103.0,104,136.766109
-108.0,109,137.266433
-72.0,73,138.343491
-83.0,84,138.77667
-69.0,70,139.128002
-71.0,72,140.327374
-81.0,82,140.71044
-159.0,160,142.541336
-70.0,71,142.876474
-105.0,106,143.379098
-61.0,62,143.682298
-90.0,91,144.943978
-66.0,67,145.290483
-62.0,63,145.5842
-95.0,96,146.70331
-77.0,78,147.443229
-81.0,82,147.81913
-70.0,71,148.82102
-79.0,80,149.18762
-69.0,70,149.515176
-92.0,93,150.631743
-73.0,74,150.971864
-178.0,179,152.88935
-124.0,125,153.462226
-75.0,76,153.811892
-98.0,99,154.938116
-134.0,135,155.56456
-75.0,76,156.591668
-76.0,77,157.327737
-84.0,85,157.717157
-95.0,96,158.980325
-82.0,83,159.404537
-75.0,76,159.782152
-82.0,83,160.193868
-70.0,71,161.220275
-82.0,83,161.601834
-74.0,75,162.325452
-80.0,81,163.421439
-104.0,105,163.903151
-88.0,89,164.311609
-192.0,193,165.888201
-82.0,83,166.96153
-83.0,84,167.768839
-85.0,86,168.16345
-79.0,80,169.204515
-69.0,70,169.524194
-75.0,76,169.874214
-74.0,75,170.220191
-72.0,73,171.229182
-95.0,96,171.664427
-92.0,93,172.505444
-70.0,71,173.548897
-75.0,76,173.916453
-71.0,72,174.264048
-100.0,101,175.499617
-75.0,76,175.861346
-62.0,63,176.213622
-85.0,86,178.294698
-88.0,89,178.797889
-75.0,76,179.250812
-83.0,84,180.541182
-79.0,80,180.98486
-69.0,70,181.362694
-63.0,64,181.711719
-97.0,98,183.09673
-70.0,71,183.876981
-77.0,78,184.28339
-70.0,71,185.467032
-63.0,64,185.859645
-64.0,65,186.206783
-77.0,78,186.609389
-69.0,70,187.78602
-63.0,64,188.122099
-96.0,97,188.623682
-89.0,90,190.74274
-91.0,92,191.398605
-63.0,64,191.806307
-62.0,63,193.135533
-73.0,74,193.540898
-63.0,64,193.883682
-103.0,104,194.437014
-71.0,72,195.648188
-117.0,118,196.782432
-73.0,74,197.16729
-70.0,71,198.341138
-75.0,76,198.734554
-76.0,77,199.137341
-76.0,77,200.383825
-77.0,78,200.783743
-61.0,62,201.108713
-160.0,161,203.314377
-82.0,83,203.744068
-77.0,78,204.15152
-77.0,78,205.372152
-99.0,100,205.888278
-75.0,76,206.281651
-63.0,64,207.480929
-81.0,82,208.378042
-68.0,69,208.739128
-76.0,77,209.964025
-70.0,71,210.340761
-71.0,72,210.719423
-78.0,79,211.132812
-76.0,77,212.336787
-61.0,62,212.660437
-96.0,97,213.591473
-68.0,69,214.75491
-74.0,75,215.149241
-102.0,103,215.699746
-94.0,95,217.056987
-62.0,63,217.386861
-70.0,71,217.757905
-73.0,74,218.944961
-70.0,71,219.754993
-73.0,74,220.144593
-71.0,72,220.519203
-77.0,78,221.72771
-69.0,70,222.094965
-80.0,81,222.51529
-500.0,500,227.296208
-83.0,84,228.588843
-105.0,106,229.147793
-91.0,92,229.623124
-71.0,72,231.265062
-93.0,94,231.809882
-85.0,86,232.348989
-144.0,145,234.211245
-72.0,73,234.671863
-82.0,83,235.19524
-73.0,74,236.616308
-63.0,64,237.546657
-82.0,83,238.064171
-86.0,87,239.397391
-76.0,77,239.798991
-70.0,71,240.175016
-70.0,71,241.368206
-71.0,72,241.74988
-71.0,72,242.129256
-71.0,72,242.960506
-89.0,90,244.253593
-87.0,88,244.719043
-62.0,63,245.050757
-69.0,70,246.234864
-74.0,75,246.629186
-82.0,83,247.068935
-63.0,64,247.403709
-71.0,72,248.589271
-70.0,71,249.412343
-82.0,83,249.871315
-71.0,72,251.064184
-70.0,71,251.438699
-86.0,87,251.894731
-70.0,71,253.080819
-75.0,76,253.478081
-72.0,73,253.860295
-71.0,72,254.636273
-63.0,64,255.807038
-70.0,71,256.183022
-72.0,73,256.573704
-80.0,81,257.812003
-63.0,64,258.147032
-75.0,76,258.544936
-70.0,71,258.921476
-63.0,64,260.072954
-73.0,74,261.052469
-70.0,71,261.427322
-70.0,71,261.795098
-155.0,156,263.460599
-63.0,64,263.793961
-86.0,87,265.062056
-81.0,82,265.494155
-72.0,73,266.332249
-71.0,72,267.520631
-63.0,64,267.855926
-79.0,80,268.277468
-71.0,72,268.655603
-75.0,76,269.874835
-71.0,72,270.276324
-70.0,71,270.708127
-83.0,84,272.18229
-70.0,71,273.067315
-221.0,222,275.407526
-73.0,74,275.869612
-62.0,63,276.262676
-72.0,73,277.511235
-74.0,75,277.901736
-125.0,126,279.01711
-64.0,65,280.172009
-104.0,105,280.720782
-62.0,63,281.086754
-71.0,72,281.465909
-71.0,72,282.664919
-71.0,72,283.052363
-62.0,63,283.381567
-75.0,76,285.219566
-82.0,83,285.666228
-63.0,64,286.003195
-82.0,83,286.440852
-73.0,74,287.800564
-80.0,81,288.30703
-71.0,72,288.757107
-81.0,82,290.106454
-71.0,72,291.012274
-86.0,87,291.470969
-131.0,132,292.973842
-82.0,83,293.409627
-75.0,76,293.809432
-71.0,72,295.013366
-71.0,72,295.399806
-88.0,89,296.269806
-63.0,64,297.451814
-70.0,71,297.856247
-80.0,81,298.282072
-71.0,72,298.659388
-70.0,71,299.847251
-69.0,70,300.228284
-106.0,107,300.804287
-86.0,87,302.51726
-63.0,64,302.863476
-70.0,71,303.235729
-70.0,71,304.424789
-88.0,89,304.895269
-76.0,77,305.31086
-79.0,80,306.544126
-72.0,73,306.937693
-78.0,79,307.348219
-92.0,93,309.156883
-77.0,78,309.56734
-93.0,94,310.065031
-70.0,71,310.439366
-86.0,87,311.70978
-70.0,71,312.084072
-77.0,78,312.493588
-81.0,82,314.180979
-71.0,72,314.554977
-62.0,63,314.889829
-81.0,82,316.139696
-63.0,64,316.471726
-71.0,72,316.847097
-85.0,86,317.288847
-63.0,64,318.475396
-70.0,71,318.849247
-81.0,82,319.81242
-62.0,63,320.966423
-78.0,79,321.381199
-101.0,102,321.916617
-80.0,81,323.157836
-81.0,82,323.58543
-63.0,64,323.92082
-84.0,85,324.363816
-154.0,155,326.559357
-70.0,71,326.927818
-70.0,71,328.116426
-75.0,76,328.513748
-84.0,85,328.958695
-133.0,134,330.524891
-78.0,79,331.355486
-62.0,63,331.702641
-62.0,63,332.835669
-62.0,63,333.158202
-77.0,78,333.560803
-70.0,71,333.927171
-70.0,71,335.104174
-69.0,70,335.469165
-71.0,72,335.840549
-62.0,63,336.637784
-92.0,93,337.927402
-70.0,71,338.29209
-96.0,97,338.793684
-83.0,84,340.091171
-83.0,84,340.529588
-62.0,63,340.856436
-106.0,107,342.217441
-73.0,74,343.068134
-76.0,77,343.463759
-157.0,158,345.090642
-72.0,73,345.47795
-71.0,72,346.666667
-77.0,78,347.069518
-87.0,88,347.524809
-74.0,75,349.317173
-74.0,75,349.704707
-75.0,76,350.102368
-81.0,82,350.530138
-86.0,87,351.856586
-82.0,83,352.292407
-70.0,71,352.664548
-70.0,71,353.841387
-72.0,73,354.716084
-86.0,87,355.167578
-63.0,64,356.307285
-70.0,71,356.676241
-94.0,95,357.173919
-94.0,95,358.504017
-62.0,63,358.844693
-128.0,129,359.955682
-79.0,80,361.193681
-63.0,64,361.5251
-83.0,84,361.983744
-70.0,71,362.350607
-109.0,110,363.725
-71.0,72,364.099252
-73.0,74,364.480692
-83.0,84,366.1499
-87.0,88,366.603557
-81.0,82,367.024866
-69.0,70,368.194758
-71.0,72,368.564895
-84.0,85,369.001459
-82.0,83,370.238418
-97.0,98,370.743332
-75.0,76,371.7164
-68.0,69,372.874662
-80.0,81,373.293405
-71.0,72,373.667809
-83.0,84,374.90742
-81.0,82,375.330726
-77.0,78,375.750252
-63.0,64,376.077426
-71.0,72,377.745847
-62.0,63,378.106845
-85.0,86,378.547576
-70.0,71,379.7161
-73.0,74,380.101789
-77.0,78,380.505343
-71.0,72,380.875916
-79.0,80,382.084127
-70.0,71,382.963981
-75.0,76,383.354157
-80.0,81,384.576066
-75.0,76,384.969727
-75.0,76,385.372405
-71.0,72,386.574721
-62.0,63,386.947343
-62.0,63,387.275003
-92.0,93,387.757547
-89.0,90,389.490767
-62.0,63,389.817709
-61.0,62,390.142373
-71.0,72,390.520222
-82.0,83,391.781517
-89.0,90,392.254128
-69.0,70,392.621204
-93.0,94,393.969372
-69.0,70,394.759792
-77.0,78,395.237706
-76.0,77,396.661595
-62.0,63,397.056182
-70.0,71,397.501045
-70.0,71,397.944686
-89.0,90,399.318854
-70.0,71,399.681461
-71.0,72,400.460184
-87.0,88,401.705441
-73.0,74,402.086846
-103.0,104,402.622459
-71.0,72,403.77755
-134.0,135,404.500871
-72.0,73,405.676273
-75.0,76,406.44568
-70.0,71,406.812305
-71.0,72,407.179723
-70.0,71,408.338089
-96.0,97,408.842822
-99.0,100,409.383245
-71.0,72,410.54729
-71.0,72,410.930487
-72.0,73,411.716939
-70.0,71,412.874696
-70.0,71,413.240135
-63.0,64,413.565161
-62.0,63,413.901694
-71.0,72,415.101557
-71.0,72,415.481425
-82.0,83,415.913462
-64.0,65,416.248845
-74.0,75,417.827766
-70.0,71,418.204838
-70.0,71,418.585536
-62.0,63,419.700001
-71.0,72,420.072978
-85.0,86,420.565317
-75.0,76,420.95808
-63.0,64,422.08355
-75.0,76,422.475924
-89.0,90,423.399674
-82.0,83,424.616178
-74.0,75,425.033348
-78.0,79,425.46607
-85.0,86,426.695741
-70.0,71,427.058923
-83.0,84,427.492043
-64.0,65,429.034936
-87.0,88,429.484654
-71.0,72,429.855148
-87.0,88,430.310648
-63.0,64,431.475958
-62.0,63,431.804039
-71.0,72,432.171202
-70.0,71,433.331324
-77.0,78,433.725445
-70.0,71,434.482267
-75.0,76,434.870783
-70.0,71,436.076783
-87.0,88,436.602799
-71.0,72,437.009743
-71.0,72,438.185032
-80.0,81,438.602175
-84.0,85,439.039401
-74.0,75,440.772948
-70.0,71,441.21751
-89.0,90,441.756305
-224.0,225,443.737849
-92.0,93,444.224212
-75.0,76,445.420824
-80.0,81,446.227457
-71.0,72,446.611298
-71.0,72,447.927855
-70.0,71,448.369987
-104.0,105,449.026622
-96.0,97,450.533428
-70.0,71,450.906648
-83.0,84,451.342762
-63.0,64,452.061439
-70.0,71,453.209919
-70.0,71,453.573344
-88.0,89,454.036077
-71.0,72,455.251547
-71.0,72,455.633358
-62.0,63,455.966371
-71.0,72,456.3465
-62.0,63,457.957228
-70.0,71,458.341629
-70.0,71,458.718832
-63.0,64,459.848447
-70.0,71,460.215486
-70.0,71,460.585197
-87.0,88,461.041157
-86.0,87,462.276474
-64.0,65,462.608334
-63.0,64,463.388001
-185.0,186,465.132023
-69.0,70,465.498219
-74.0,75,466.671955
-72.0,73,467.061236
-75.0,76,467.473834
-61.0,62,467.80012
-63.0,64,469.346362
-70.0,71,469.709088
-81.0,82,470.134949
-73.0,74,471.320079
-88.0,89,471.784703
-74.0,75,472.169139
-71.0,72,472.538718
-92.0,93,473.802457
-71.0,72,474.560399
-70.0,71,474.941555
-71.0,72,476.112487
-166.0,167,476.976988
-75.0,76,478.176729
-85.0,86,478.632111
-62.0,63,478.960066
-81.0,82,480.560117
-62.0,63,480.884705
-77.0,78,481.290438
-75.0,76,481.683319
-71.0,72,482.844478
-92.0,93,483.324921
-69.0,70,483.684395
-63.0,64,484.799637
-70.0,71,485.168238
-70.0,71,485.903603
-62.0,63,486.238406
-88.0,89,487.514461
-63.0,64,487.842939
-87.0,88,488.296353
-62.0,63,489.407252
-70.0,71,489.770677
-81.0,82,490.249775
-62.0,63,490.955238
-76.0,77,492.141277
-130.0,131,492.827633
-63.0,64,493.166539
-74.0,75,494.402521
-71.0,72,494.774308
-63.0,64,495.10608
-78.0,79,496.30969
-62.0,63,497.042938
-93.0,94,497.529088
-62.0,63,497.854329
-76.0,77,499.034942
-62.0,63,499.358791
-62.0,63,499.683824
-61.0,62,500.003044
-62.0,63,501.108285
-71.0,72,501.477546
-106.0,107,502.463854
-70.0,71,503.61184
-87.0,88,504.061306
-62.0,63,504.380651
-95.0,96,505.715604
-81.0,82,506.139405
-71.0,72,506.515771
-93.0,94,507.794164
-80.0,81,508.757392
-81.0,82,509.215599
-74.0,75,510.423286
-70.0,71,510.796833
-72.0,73,511.181714
-94.0,95,511.673532
-72.0,73,512.830157
-81.0,82,513.245969
-109.0,110,514.980021
-92.0,93,515.468131
-85.0,86,515.936148
-94.0,95,517.256533
-92.0,93,517.738159
-63.0,64,518.071767
-63.0,64,518.40464
-62.0,63,519.920088
-62.0,63,520.247989
-87.0,88,520.699895
-71.0,72,521.850891
-70.0,71,522.213923
-63.0,64,522.539665
-71.0,72,522.912039
-75.0,76,524.090582
-63.0,64,524.417488
-71.0,72,525.332474
-94.0,95,526.625456
-70.0,71,527.027973
-64.0,65,527.364772
-70.0,71,527.731754
-62.0,63,528.869133
-70.0,71,529.238528
-258.0,259,531.802156
-63.0,64,532.13552
-72.0,73,532.51256
-73.0,74,533.868927
-87.0,88,534.41652
-160.0,161,536.120418
-71.0,72,536.867968
-73.0,74,537.242594
-80.0,81,538.51103
-63.0,64,538.838146
-93.0,94,539.320828
-70.0,71,539.683849
-88.0,89,540.956692
-70.0,71,541.317409
-62.0,63,542.002135
-80.0,81,543.201669
-62.0,63,543.523414
-86.0,87,543.964345
-63.0,64,545.079576
-113.0,114,545.66317
-85.0,86,546.100631
-62.0,63,547.200984
-63.0,64,547.927882
-71.0,72,548.294885
-83.0,84,548.721105
-70.0,71,549.865175
-63.0,64,550.19482
-83.0,84,550.624095
-70.0,71,551.774088
-71.0,72,552.144149
-83.0,84,552.575312
-70.0,71,553.34556
-71.0,72,554.514143
-71.0,72,554.884096
-63.0,64,555.216056
-63.0,64,555.546722
-74.0,75,556.721091
-63.0,64,557.04745
-190.0,191,559.2328
-63.0,64,559.561827
-71.0,72,559.929526
