#{"t_start": 1637834842.1654904, "env_id": "Acrobot-v1"}
r,l,t
-77.0,78,113.766665
-88.0,89,114.179168
-70.0,71,115.190858
-72.0,73,115.539772
-78.0,79,116.259495
-61.0,62,117.22232
-136.0,137,117.850591
-91.0,92,118.27035
-83.0,84,119.331595
-61.0,62,119.615186
-81.0,82,119.993042
-83.0,84,121.425584
-200.0,201,122.348837
-70.0,71,123.359603
-82.0,83,123.74818
-108.0,109,124.280449
-61.0,62,125.338242
-71.0,72,125.675723
-101.0,102,126.541326
-80.0,81,127.660906
-104.0,105,128.167034
-82.0,83,128.585528
-81.0,82,129.728207
-88.0,89,130.177233
-79.0,80,130.579085
-70.0,71,132.158739
-62.0,63,132.490832
-82.0,83,132.912012
-77.0,78,133.99876
-95.0,96,134.473311
-77.0,78,134.855935
-77.0,78,135.915043
-62.0,63,136.202549
-88.0,89,136.971989
-75.0,76,137.32123
-77.0,78,138.420769
-91.0,92,138.89304
-80.0,81,139.318095
-136.0,137,140.797439
-70.0,71,141.125031
-85.0,86,142.614495
-74.0,75,142.97482
-61.0,62,143.266103
-70.0,71,143.609941
-77.0,78,144.805032
-78.0,79,145.200335
-74.0,75,145.561593
-82.0,83,146.625593
-82.0,83,147.38815
-72.0,73,147.720944
-162.0,163,149.145715
-82.0,83,149.533188
-109.0,110,150.72691
-74.0,75,151.072745
-87.0,88,151.475948
-70.0,71,152.897717
-70.0,71,153.223774
-73.0,74,153.562583
-69.0,70,153.885254
-79.0,80,154.923918
-200.0,201,155.852383
-84.0,85,157.304229
-72.0,73,157.638847
-73.0,74,157.978711
-77.0,78,159.167969
-71.0,72,159.544082
-86.0,87,159.979321
-84.0,85,161.081058
-92.0,93,161.509502
-74.0,75,162.231917
-86.0,87,163.356218
-233.0,234,165.106105
-133.0,134,165.735487
-107.0,108,166.235129
-74.0,75,167.690265
-83.0,84,168.075596
-72.0,73,168.408098
-70.0,71,169.409266
-63.0,64,169.701539
-86.0,87,170.105737
-73.0,74,171.119359
-85.0,86,171.510371
-79.0,80,172.290338
-109.0,110,173.511439
-69.0,70,173.83758
-84.0,85,174.256826
-85.0,86,175.42253
-70.0,71,175.754531
-80.0,81,176.176802
-80.0,81,176.638912
-68.0,69,178.623945
-70.0,71,179.06908
-77.0,78,179.49773
-82.0,83,180.766684
-103.0,104,181.349475
-70.0,71,181.735571
-108.0,109,183.176548
-92.0,93,184.071737
-76.0,77,184.478157
-82.0,83,185.759442
-82.0,83,186.219916
-71.0,72,186.591746
-94.0,95,187.895539
-81.0,82,188.326359
-77.0,78,188.728236
-76.0,77,190.787618
-70.0,71,191.292707
-79.0,80,191.818332
-79.0,80,193.238608
-147.0,148,194.037097
-75.0,76,194.445487
-74.0,75,195.671813
-83.0,84,196.62246
-63.0,64,196.960412
-88.0,89,198.229176
-62.0,63,198.556093
-126.0,127,199.218274
-87.0,88,200.519644
-82.0,83,200.947528
-63.0,64,201.844083
-78.0,79,203.060406
-87.0,88,203.517862
-94.0,95,204.014446
-72.0,73,205.203396
-63.0,64,205.540003
-84.0,85,205.977496
-71.0,72,206.355212
-138.0,139,208.412682
-61.0,62,208.735308
-81.0,82,209.987657
-63.0,64,210.327884
-61.0,62,210.652906
-63.0,64,210.987681
-80.0,81,212.212768
-80.0,81,212.636598
-81.0,82,213.487965
-62.0,63,214.623075
-195.0,196,215.658441
-86.0,87,216.974486
-88.0,89,217.442833
-71.0,72,217.820816
-88.0,89,219.525835
-70.0,71,219.89307
-70.0,71,220.26791
-70.0,71,220.636749
-82.0,83,221.87082
-71.0,72,222.247419
-75.0,76,222.6407
-108.0,109,224.015626
-87.0,88,224.890126
-89.0,90,225.38037
-71.0,72,226.691944
-71.0,72,227.065164
-62.0,63,227.393023
-71.0,72,228.623149
-62.0,63,228.95356
-70.0,71,229.326065
-62.0,63,229.651397
-75.0,76,231.316703
-70.0,71,231.721094
-71.0,72,232.174227
-71.0,72,232.623755
-76.0,77,234.059909
-89.0,90,234.627004
-70.0,71,235.07471
-82.0,83,236.553872
-70.0,71,237.527928
-75.0,76,238.005605
-75.0,76,239.291289
-71.0,72,239.665945
-70.0,71,240.0402
-74.0,75,240.438247
-76.0,77,241.663354
-62.0,63,241.994951
-71.0,72,242.372739
-100.0,101,244.178534
-70.0,71,244.55293
-106.0,107,245.116529
-63.0,64,246.269503
-61.0,62,246.593598
-86.0,87,247.054518
-75.0,76,247.453117
-89.0,90,249.164358
-72.0,73,249.590331
-84.0,85,250.035521
-76.0,77,251.257733
-81.0,82,251.68845
-64.0,65,252.031213
-94.0,95,253.339752
-83.0,84,253.777227
-73.0,74,254.56578
-71.0,72,255.775099
-107.0,108,256.352049
-89.0,90,256.830417
-71.0,72,258.017902
-74.0,75,258.41052
-63.0,64,258.748854
-102.0,103,260.109827
-70.0,71,261.07081
-71.0,72,261.451024
-70.0,71,261.81856
-71.0,72,263.043805
-89.0,90,263.515781
-73.0,74,263.900622
-69.0,70,265.080317
-63.0,64,265.419801
-96.0,97,266.3824
-70.0,71,267.56717
-84.0,85,268.009639
-70.0,71,268.384419
-71.0,72,268.762539
-89.0,90,270.077787
-62.0,63,270.42048
-96.0,97,271.028525
-63.0,64,272.816841
-62.0,63,273.210833
-71.0,72,273.660373
-80.0,81,275.118413
-292.0,293,277.703155
-99.0,100,278.673671
-70.0,71,279.056711
-74.0,75,280.26307
-82.0,83,280.697222
-72.0,73,281.116263
-75.0,76,282.334581
-93.0,94,282.84006
-70.0,71,283.212512
-73.0,74,284.227779
-81.0,82,285.481295
-63.0,64,285.817008
-72.0,73,286.200241
-74.0,75,287.518609
-74.0,75,287.987542
-88.0,89,288.541773
-72.0,73,289.882177
-74.0,75,290.273958
-70.0,71,291.180274
-70.0,71,291.549862
-71.0,72,292.738462
-61.0,62,293.065083
-70.0,71,293.438116
-71.0,72,293.815829
-71.0,72,295.020207
-62.0,63,295.361979
-83.0,84,295.802279
-103.0,104,297.601952
-161.0,162,298.482074
-72.0,73,299.677271
-73.0,74,300.066779
-63.0,64,300.428684
-82.0,83,301.673079
-88.0,89,302.588793
-63.0,64,302.934858
-84.0,85,303.379081
-70.0,71,304.570304
-75.0,76,304.970479
-71.0,72,305.361144
-99.0,100,306.697727
-63.0,64,307.044041
-97.0,98,307.993768
-71.0,72,309.254576
-83.0,84,309.69694
-73.0,74,310.089307
-170.0,171,311.80096
-70.0,71,312.174727
-70.0,71,312.549767
-96.0,97,314.31442
-73.0,74,314.698596
-71.0,72,315.082444
-77.0,78,316.310198
-71.0,72,316.683105
-96.0,97,317.184395
-80.0,81,318.456743
-63.0,64,318.792959
-69.0,70,319.692115
-88.0,89,320.984722
-70.0,71,321.357966
-84.0,85,321.801692
-73.0,74,322.193524
-71.0,72,323.386283
-63.0,64,323.721785
-70.0,71,324.091776
-88.0,89,325.945049
-69.0,70,326.308451
-71.0,72,326.681993
-62.0,63,327.008445
-76.0,77,328.22795
-69.0,70,328.594419
-86.0,87,329.049646
-75.0,76,330.313595
-72.0,73,330.694672
-72.0,73,331.506284
-79.0,80,331.929008
-93.0,94,333.217958
-71.0,72,333.58891
-88.0,89,334.050194
-63.0,64,335.187254
-76.0,77,335.588922
-74.0,75,335.976383
-71.0,72,337.63108
-61.0,62,337.951759
-71.0,72,338.321079
-71.0,72,338.693122
-70.0,71,339.891064
-62.0,63,340.254514
-64.0,65,340.58958
-63.0,64,340.922325
-71.0,72,342.099961
-70.0,71,342.936009
-79.0,80,343.348323
-101.0,102,344.681939
-62.0,63,345.009627
-78.0,79,345.428956
-154.0,155,347.046117
-115.0,116,348.036458
-133.0,134,349.744258
-71.0,72,350.120354
-87.0,88,350.579166
-75.0,76,351.850111
-71.0,72,352.219539
-78.0,79,352.640935
-92.0,93,353.930723
-85.0,86,354.873156
-72.0,73,355.253193
-69.0,70,356.42662
-73.0,74,356.811465
-74.0,75,357.202469
-63.0,64,357.5381
-87.0,88,358.840662
-70.0,71,359.218951
-74.0,75,360.042896
-70.0,71,361.232838
-70.0,71,361.603745
-70.0,71,361.991637
-62.0,63,362.317039
-65.0,66,363.466342
-71.0,72,363.837763
-70.0,71,364.20433
-80.0,81,365.433497
-70.0,71,366.224802
-63.0,64,366.554724
-70.0,71,366.920764
-81.0,82,368.150754
-75.0,76,368.539641
-62.0,63,368.862088
-71.0,72,370.044624
-79.0,80,370.458705
-63.0,64,371.32394
-90.0,91,371.838819
-76.0,77,373.035916
-75.0,76,373.430399
-75.0,76,373.826461
-88.0,89,375.089622
-98.0,99,375.607234
-71.0,72,375.987768
-74.0,75,377.653552
-80.0,81,378.125212
-124.0,125,378.766887
-62.0,63,379.89454
-80.0,81,380.319057
-69.0,70,380.678487
-87.0,88,381.927867
-93.0,94,382.924355
-62.0,63,383.251653
-75.0,76,384.445665
-63.0,64,384.774883
-87.0,88,385.230051
-62.0,63,385.563948
-63.0,64,386.756884
-89.0,90,387.240782
-77.0,78,387.647426
-70.0,71,389.278833
-70.0,71,389.649366
-63.0,64,389.982604
-74.0,75,390.379066
-61.0,62,391.527025
-68.0,69,391.890539
-70.0,71,392.261795
-62.0,63,392.593014
-93.0,94,393.939425
-62.0,63,394.693481
-75.0,76,395.143878
-63.0,64,396.485564
-71.0,72,396.937198
-71.0,72,397.388729
-74.0,75,397.857214
-62.0,63,399.110683
-78.0,79,399.519915
-88.0,89,400.380653
-90.0,91,401.640621
-70.0,71,402.008767
-70.0,71,402.374043
-62.0,63,402.696564
-97.0,98,403.985692
-63.0,64,404.315461
-70.0,71,404.70744
-70.0,71,405.876136
-73.0,74,406.634344
-70.0,71,406.999823
-70.0,71,408.154666
-71.0,72,408.525581
-78.0,79,408.938974
-81.0,82,409.387064
-62.0,63,410.503613
-62.0,63,410.830801
-73.0,74,411.6326
-82.0,83,412.851464
-85.0,86,413.294018
-69.0,70,413.648093
-80.0,81,414.105545
-92.0,93,415.394822
-81.0,82,415.821423
-70.0,71,416.18961
-87.0,88,417.833794
-70.0,71,418.213008
-93.0,94,418.71388
-75.0,76,419.891451
-110.0,111,420.50694
-71.0,72,420.889583
-182.0,183,423.090096
-74.0,75,423.472737
-82.0,83,424.691516
-71.0,72,425.105133
-88.0,89,425.575429
-76.0,77,426.75943
-82.0,83,427.1836
-62.0,63,427.510148
-63.0,64,429.048138
-352.0,353,431.702584
-88.0,89,432.159233
-64.0,65,432.497817
-63.0,64,433.610998
-64.0,65,434.338388
-63.0,64,434.663778
-81.0,82,435.90449
-70.0,71,436.309191
-81.0,82,436.821086
-88.0,89,438.084732
-62.0,63,438.409558
-71.0,72,438.778705
-98.0,99,439.672091
-62.0,63,440.999496
-70.0,71,441.442699
-80.0,81,441.899822
-77.0,78,443.113998
-87.0,88,443.573526
-62.0,63,443.905487
-63.0,64,444.23685
-63.0,64,445.372555
-92.0,93,446.240536
-84.0,85,446.709883
-81.0,82,448.083243
-92.0,93,448.661744
-70.0,71,449.107687
-63.0,64,450.432981
-92.0,93,450.919816
-63.0,64,451.250422
-63.0,64,451.969362
-75.0,76,453.148499
-62.0,63,453.466113
-70.0,71,453.831325
-75.0,76,455.070547
-73.0,74,455.464326
-98.0,99,455.984711
-74.0,75,457.211277
-71.0,72,458.040354
-61.0,62,458.375644
-154.0,155,459.98656
-188.0,189,460.966885
-87.0,88,462.20571
-81.0,82,462.626719
-62.0,63,463.400664
-75.0,76,464.58166
-81.0,82,465.000879
-84.0,85,465.445557
-90.0,91,466.700775
-71.0,72,467.085243
-70.0,71,467.469246
-70.0,71,467.845068
-61.0,62,469.380688
-114.0,115,469.972054
-71.0,72,470.34385
-91.0,92,471.622771
-80.0,81,472.042077
-77.0,78,472.444581
-63.0,64,473.557824
-82.0,83,473.986843
-70.0,71,474.745709
-62.0,63,475.082238
-71.0,72,476.250307
-73.0,74,476.63014
-63.0,64,476.964609
-86.0,87,478.226502
-70.0,71,478.598233
-88.0,89,479.062207
-74.0,75,480.623357
-74.0,75,481.011314
-71.0,72,481.388079
-81.0,82,481.811177
-77.0,78,483.001673
-89.0,90,483.466951
-72.0,73,483.842243
-64.0,65,484.962017
-70.0,71,485.698003
-63.0,64,486.032642
-119.0,120,487.478372
-62.0,63,487.79933
-71.0,72,488.169449
-73.0,74,488.549186
-61.0,62,489.655039
-63.0,64,490.041192
-96.0,97,490.543174
-70.0,71,492.077847
-267.0,268,494.325738
-70.0,71,494.694611
-94.0,95,495.185318
-86.0,87,496.428839
-81.0,82,497.263128
-64.0,65,497.597703
-72.0,73,497.975386
-62.0,63,499.086652
-71.0,72,499.452195
-62.0,63,499.780044
-62.0,63,500.885316
-85.0,86,501.326747
-70.0,71,501.688483
-62.0,63,502.450724
-81.0,82,503.654716
-63.0,64,503.982418
-71.0,72,504.349418
-63.0,64,504.673103
-71.0,72,505.889247
-99.0,100,506.409866
-72.0,73,506.784681
-92.0,93,508.591526
-182.0,183,510.404596
-62.0,63,510.736357
-159.0,160,511.577165
-71.0,72,512.725901
-96.0,97,513.217175
-62.0,63,513.92606
-94.0,95,515.200263
-87.0,88,515.664326
-63.0,64,516.023902
-71.0,72,517.218274
-199.0,200,518.254383
-71.0,72,519.816961
-63.0,64,520.15349
-77.0,78,520.554794
-70.0,71,520.917036
-72.0,73,522.072837
-125.0,126,522.717338
-89.0,90,523.970922
-86.0,87,524.416418
-72.0,73,525.334326
-83.0,84,526.572399
-81.0,82,527.028471
-73.0,74,527.415985
-69.0,70,527.777475
-63.0,64,528.917985
-63.0,64,529.251612
-82.0,83,529.680931
-63.0,64,530.442961
-86.0,87,531.686593
-62.0,63,532.01542
-72.0,73,532.391226
-105.0,106,533.91857
-80.0,81,534.422066
-63.0,64,534.817204
-73.0,74,536.0087
-89.0,90,536.849782
-62.0,63,537.170634
-87.0,88,538.473915
-62.0,63,538.791358
-93.0,94,539.279151
-91.0,92,540.566129
-73.0,74,540.944601
-71.0,72,541.309029
-62.0,63,541.994317
-61.0,62,543.10076
-63.0,64,543.424537
-63.0,64,543.746413
-91.0,92,544.217984
-62.0,63,545.332346
-62.0,63,545.651182
-63.0,64,545.977206
-92.0,93,547.229919
-80.0,81,548.044343
-86.0,87,548.485708
-63.0,64,548.811603
-80.0,81,550.005477
-79.0,80,550.418278
-88.0,89,550.872655
-69.0,70,552.018468
-61.0,62,552.338124
-88.0,89,553.198012
-63.0,64,554.328821
-65.0,66,554.665839
-63.0,64,554.995116
-109.0,110,555.564983
-71.0,72,556.723608
-99.0,100,557.235898
-63.0,64,557.564428
-63.0,64,559.09904
-70.0,71,559.46319
-71.0,72,559.831407
-70.0,71,560.197139
